Employee_ID,Name,Dept,Role,Age,MonthlySalary,Attrition_Prob,Risk,Engagement,PerformanceRating,Skill_Gap,Primary_Gap,Recommendation
400,Rohan Pillai 300,Marketing,SEO Analyst,38,174192,0.0001,LOW,65.4,3,"Google Search Console, Rank Tracking",Google Search Console,Learn Google Search Console: Mastering Google Search Console
401,Clinton Scott 301,Support,Support Engineer,24,145205,0.0,LOW,66.4,4,"Splunk, Technical Troubleshooting",Splunk,Learn Splunk: Mastering Splunk
402,Vihaan Verma 302,IT,Data Analyst,54,53170,0.1961,LOW,52.0,3,"Business Reporting, Excel, PowerBI, SQL",Business Reporting,Learn Business Reporting: Mastering Business Reporting
403,Norman Lane 303,IT,Developer,49,51259,0.0022,LOW,69.7,3,"API Integration, JavaScript / TypeScript",API Integration,Learn API Integration: Mastering API Integration
404,Meera Das 304,Sales,Account Manager,44,57099,0.7472,HIGH,76.9,1,"Account Growth, Cross-selling, Gainsight",Account Growth,Learn Account Growth: Mastering Account Growth
405,David Williams 305,IT,Data Analyst,42,175721,0.0,LOW,66.2,4,"Statistical Analysis, Tableau",Statistical Analysis,Learn Statistical Analysis: Mastering Statistical Analysis
406,Vivaan Gupta 306,HR,Employee Relations,22,164394,0.0,LOW,77.0,3,"Conflict Resolution, Workplace Policy",Conflict Resolution,Learn Conflict Resolution: Workplace Conflict Resolution & Empathy-Driven Leadership
407,Jeffery Lopez 307,IT,Data Analyst,26,94258,0.0002,LOW,69.9,3,"Data Cleaning, Exploratory Data Analysis",Data Cleaning,Learn Data Cleaning: Mastering Data Cleaning
408,Vihaan Verma 308,Support,Support Engineer,45,46805,0.0537,LOW,56.4,2,"Postman, Root Cause Analysis, Splunk",Postman,Learn Postman: Mastering Postman
409,Myra Nair 309,Sales,Sales Executive,41,78147,0.1204,LOW,75.7,4,"HubSpot, LinkedIn Sales Navigator, Negotiation",HubSpot,Learn HubSpot: Mastering HubSpot
410,Vihaan Verma 310,IT,Data Analyst,36,109280,0.0,LOW,69.5,3,"Excel, SQL, Statistical Analysis",Excel,Learn Excel: Mastering Excel
411,Avani Bhat 311,HR,Employee Relations,51,141777,0.0,LOW,73.5,4,ServiceNow HR,ServiceNow HR,Learn ServiceNow HR: Mastering ServiceNow HR
412,Taylor Morris 312,Sales,Account Manager,34,132841,0.0,LOW,65.2,3,"Client Relationship Management, Cross-selling, Zendesk",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
413,Jeffery Lopez 313,Sales,Account Manager,59,159726,0.0,LOW,64.1,2,"Client Relationship Management, Contract Renewal, Gainsight",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
414,Jasmine Gonzalez 314,Marketing,Marketing Executive,48,163359,0.0,LOW,73.9,3,"Market Research, Social Media Marketing",Market Research,Learn Market Research: Mastering Market Research
415,Nicole Roberts 315,HR,HR Executive,52,111215,0.0,LOW,69.2,4,"Onboarding, Workday",Onboarding,Learn Onboarding: Mastering Onboarding
416,Devansh Banerjee 316,Sales,Account Manager,48,147909,0.0,LOW,92.7,4,"Client Relationship Management, Contract Renewal",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
417,Aditya Kumar 317,Marketing,Marketing Executive,29,130365,0.0002,LOW,81.6,3,"Google Ads, Meta Ads Manager, Social Media Marketing",Google Ads,Learn Google Ads: Mastering Google Ads
418,Saanvi Iyer 318,Sales,Sales Executive,42,45985,0.0,LOW,78.5,5,"Client Relationship Management, LinkedIn Sales Navigator",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
419,Myra Nair 319,Finance,Auditor,52,47391,0.0,LOW,69.9,3,"ACL Analytics, Excel, SAP",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
420,Sara Khan 320,Support,Helpdesk,25,39861,0.0546,LOW,47.7,3,"Jira Service Desk, Ticket Resolution",Jira Service Desk,Learn Jira Service Desk: Mastering Jira Service Desk
421,Kabir Mehta 321,IT,Developer,43,69364,0.0,LOW,62.3,3,"Database Design, JavaScript / TypeScript",Database Design,Learn Database Design: Mastering Database Design
422,Steven Barnett 322,IT,Tester,25,117399,0.5246,MEDIUM,64.2,3,"Jira, Postman, Selenium",Jira,Learn Jira: Mastering Jira
423,Avani Bhat 323,Finance,Accountant,52,77923,0.0012,LOW,68.7,3,"General Ledger, QuickBooks",General Ledger,Learn General Ledger: Mastering General Ledger
424,Rita Walker 324,Finance,Auditor,30,173991,0.0,LOW,71.6,3,"ACL Analytics, Internal Audit, Risk Assessment",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
425,Kabir Mehta 325,Sales,Business Development,59,120818,0.0,LOW,79.9,3,"Partnership Management, Salesforce",Partnership Management,Learn Partnership Management: Mastering Partnership Management
426,Aditi Sen 326,IT,Tester,35,106160,0.0,LOW,75.3,2,"Manual Testing, Postman, Selenium",Manual Testing,Learn Manual Testing: Mastering Manual Testing
427,Cody Bright 327,HR,HR Manager,27,163165,0.0,LOW,85.9,3,"BambooHR, Performance Management, Workday",BambooHR,Learn BambooHR: Mastering BambooHR
428,Connie Bailey 328,Support,Support Engineer,49,174248,0.0,LOW,68.3,3,"Postman, Technical Troubleshooting",Postman,Learn Postman: Mastering Postman
429,Vivaan Gupta 329,Marketing,Marketing Executive,23,68529,0.0002,LOW,75.1,3,"Mailchimp, Market Research, Meta Ads Manager",Mailchimp,Learn Mailchimp: Mastering Mailchimp
430,Saanvi Iyer 330,Finance,Auditor,39,179013,0.0,LOW,76.1,4,"Risk Assessment, SAP",Risk Assessment,Learn Risk Assessment: Mastering Risk Assessment
431,Megan Williams 331,Finance,Accountant,30,36669,0.9508,HIGH,74.9,2,"Financial Accounting, QuickBooks",Financial Accounting,Learn Financial Accounting: Mastering Financial Accounting
432,Navya Chopra 332,Sales,Sales Executive,48,152373,0.0,LOW,87.4,4,"HubSpot, Lead Generation, LinkedIn Sales Navigator",HubSpot,Learn HubSpot: Mastering HubSpot
433,Devansh Banerjee 333,Sales,Business Development,49,79859,0.0068,LOW,81.6,4,Market Expansion,Market Expansion,Learn Market Expansion: Mastering Market Expansion
434,Pari Joshi 334,IT,Data Analyst,35,90786,0.6096,MEDIUM,56.2,3,"Data Cleaning, Statistical Analysis",Data Cleaning,Learn Data Cleaning: Mastering Data Cleaning
435,Reyansh Reddy 335,Sales,Sales Executive,55,55323,0.9428,HIGH,70.6,3,"B2B Sales, Negotiation, Salesforce",B2B Sales,Learn B2B Sales: Mastering B2B Sales
436,Diya Patel 336,Finance,Auditor,26,41021,1.0,HIGH,71.8,3,"Internal Audit, SAP",Internal Audit,Learn Internal Audit: Mastering Internal Audit
437,Rita Walker 337,IT,Developer,32,74807,0.484,MEDIUM,97.8,3,"Full-Stack Development, PostgreSQL",Full-Stack Development,Learn Full-Stack Development: Mastering Full-Stack Development
438,Kavya Menon 338,IT,Tester,58,163305,0.0395,LOW,68.0,3,"Selenium, Test Automation",Selenium,Learn Selenium: Mastering Selenium
439,Vihaan Verma 339,Finance,Financial Analyst,33,85355,0.033,LOW,60.2,3,"Excel, Tableau, Variance Analysis",Excel,Learn Excel: Mastering Excel
440,Rita Walker 340,IT,Software Engineer,49,148415,0.0018,LOW,77.3,3,"AWS, CI/CD, Docker, System Design",AWS,Learn AWS: AWS Certified Solutions Architect & Cloud Engineering
441,Erin Massey 341,HR,HR Manager,39,43711,0.0,LOW,78.0,3,"Excel, HR Compliance, Talent Acquisition",Excel,Learn Excel: Mastering Excel
442,Aarav Sharma 342,Sales,Business Development,23,42904,0.0022,LOW,71.1,4,"Partnership Management, ZoomInfo",Partnership Management,Learn Partnership Management: Mastering Partnership Management
443,David Williams 343,IT,Cybersecurity Specialist,28,99033,0.0319,LOW,69.4,2,"Network Security, Splunk, Threat Modeling",Network Security,Learn Network Security: Mastering Network Security
444,Taylor Morris 344,HR,HR Executive,28,121478,0.0,LOW,83.4,5,Payroll Coordination,Payroll Coordination,Learn Payroll Coordination: Mastering Payroll Coordination
445,Diya Patel 345,Finance,Financial Analyst,40,155035,0.0,LOW,61.8,2,"Excel, SQL, Tableau",Excel,Learn Excel: Mastering Excel
446,Jeffery Lopez 346,Sales,Account Manager,24,38093,0.0114,LOW,67.9,3,"Contract Renewal, Cross-selling, Salesforce",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
447,Christopher Benson 347,IT,Developer,41,59918,0.0209,LOW,65.7,3,"JavaScript / TypeScript, React",JavaScript / TypeScript,Learn JavaScript / TypeScript: Mastering JavaScript / TypeScript
448,Brenda Bauer 348,HR,Recruitment Specialist,23,175466,0.0,LOW,85.1,2,"Candidate Sourcing, Screening & Interviewing",Candidate Sourcing,Learn Candidate Sourcing: Mastering Candidate Sourcing
449,Connie Bailey 349,IT,Developer,28,159501,0.0,LOW,75.4,4,"Full-Stack Development, Git Version Control",Full-Stack Development,Learn Full-Stack Development: Mastering Full-Stack Development
450,Meera Das 350,IT,Tester,43,127510,0.0,LOW,59.2,3,"Jira, Manual Testing, Test Automation",Jira,Learn Jira: Mastering Jira
451,Brenda Bauer 351,IT,Data Analyst,36,128708,0.0,LOW,60.4,2,"Exploratory Data Analysis, PowerBI, SQL",Exploratory Data Analysis,Learn Exploratory Data Analysis: Mastering Exploratory Data Analysis
452,Vihaan Verma 352,IT,Developer,33,132819,0.0,LOW,94.5,3,"API Integration, JavaScript / TypeScript, React",API Integration,Learn API Integration: Mastering API Integration
453,Vivaan Gupta 353,Marketing,Marketing Executive,23,179352,0.0,LOW,85.0,3,"Google Ads, Social Media Marketing",Google Ads,Learn Google Ads: Mastering Google Ads
454,Jeffery Lopez 354,Finance,Auditor,29,71303,0.0391,LOW,82.1,5,Internal Audit,Internal Audit,Learn Internal Audit: Mastering Internal Audit
455,Ananya Singh 355,Marketing,SEO Analyst,34,62453,0.0046,LOW,72.1,3,"Competitor Analysis, Rank Tracking",Competitor Analysis,Learn Competitor Analysis: Mastering Competitor Analysis
456,Clinton Scott 356,Finance,Accountant,33,143886,0.117,LOW,90.1,3,"QuickBooks, Tax Compliance",QuickBooks,Learn QuickBooks: Mastering QuickBooks
457,Clinton Scott 357,Support,Helpdesk,27,95695,0.0,LOW,58.8,2,"Jira Service Desk, Troubleshooting",Jira Service Desk,Learn Jira Service Desk: Mastering Jira Service Desk
458,Aditya Kumar 358,IT,Tester,35,168412,0.0022,LOW,81.0,3,"Manual Testing, Postman, Selenium",Manual Testing,Learn Manual Testing: Mastering Manual Testing
459,Connie Bailey 359,HR,Employee Relations,27,73057,0.0004,LOW,66.7,3,"Excel, Workplace Policy",Excel,Learn Excel: Mastering Excel
460,Steven Barnett 360,IT,Software Engineer,58,166669,0.0,LOW,69.0,5,"CI/CD, REST APIs, System Design",CI/CD,Learn CI/CD: Mastering CI/CD
461,Steven Barnett 361,IT,Engineer,54,129655,0.0001,LOW,80.7,3,"Linux, Terraform",Linux,Learn Linux: Mastering Linux
462,Aarav Sharma 362,Sales,Sales Executive,42,50025,0.0,LOW,70.3,4,"B2B Sales, Client Relationship Management, HubSpot",B2B Sales,Learn B2B Sales: Mastering B2B Sales
463,Kavya Menon 363,Marketing,Content Strategist,44,42145,0.0002,LOW,66.8,5,"Content Strategy, WordPress",Content Strategy,Learn Content Strategy: Mastering Content Strategy
464,Devansh Banerjee 364,IT,Developer,57,136206,0.0003,LOW,66.1,3,"Git Version Control, JavaScript / TypeScript, Node.js, React",Git Version Control,Learn Git Version Control: Mastering Git Version Control
465,Aditi Sen 365,HR,Recruitment Specialist,21,76723,0.9291,HIGH,48.2,2,"Candidate Sourcing, LinkedIn Recruiter, Salary Benchmarking",Candidate Sourcing,Learn Candidate Sourcing: Mastering Candidate Sourcing
466,Peter Mckee 366,Sales,Sales Executive,30,108230,0.0015,LOW,81.2,2,"Client Relationship Management, Negotiation, Pipeline Management",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
467,Sara Khan 367,IT,Developer,36,170902,0.0,LOW,59.9,3,"API Integration, Git Version Control",API Integration,Learn API Integration: Mastering API Integration
468,Riya Mishra 368,Sales,Sales Executive,28,143138,0.0266,LOW,94.3,3,"Lead Generation, LinkedIn Sales Navigator",Lead Generation,Learn Lead Generation: Mastering Lead Generation
469,Connie Bailey 369,IT,Cybersecurity Specialist,45,97040,0.0005,LOW,68.5,2,"Splunk, Threat Modeling, Vulnerability Assessment",Splunk,Learn Splunk: Mastering Splunk
470,Joel Fuller 370,IT,Developer,32,143668,0.0,LOW,87.7,3,"JavaScript / TypeScript, Node.js, React",JavaScript / TypeScript,Learn JavaScript / TypeScript: Mastering JavaScript / TypeScript
471,Vihaan Verma 371,Marketing,SEO Specialist,45,90030,0.0002,LOW,50.3,3,"Ahrefs, Keyword Research",Ahrefs,Learn Ahrefs: Mastering Ahrefs
472,Judith Ware 372,IT,Cybersecurity Specialist,37,91815,0.7918,HIGH,80.8,1,"Incident Response, Network Security, Vulnerability Assessment, Wireshark",Incident Response,Learn Incident Response: Mastering Incident Response
473,Troy Ford 373,IT,Developer,46,147789,0.0,LOW,83.9,3,"Git Version Control, Node.js",Git Version Control,Learn Git Version Control: Mastering Git Version Control
474,Arjun Rao 374,Finance,Accountant,34,92923,0.0147,LOW,87.6,2,"Financial Accounting, QuickBooks, Tax Compliance",Financial Accounting,Learn Financial Accounting: Mastering Financial Accounting
475,David Williams 375,HR,Employee Relations,56,102904,0.0003,LOW,53.7,3,"Conflict Resolution, Excel",Conflict Resolution,Learn Conflict Resolution: Workplace Conflict Resolution & Empathy-Driven Leadership
476,Judith Ware 376,Marketing,Marketing Executive,43,112088,0.0,LOW,63.6,2,"Google Ads, Social Media Marketing",Google Ads,Learn Google Ads: Mastering Google Ads
477,Jasmine Gonzalez 377,Sales,Sales Executive,26,40608,0.0,LOW,78.9,4,"Client Relationship Management, Lead Generation, Negotiation",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
478,Brenda Bauer 378,Sales,Business Development,25,80667,0.0217,LOW,73.8,2,"Market Expansion, Partnership Management",Market Expansion,Learn Market Expansion: Mastering Market Expansion
479,Kabir Mehta 379,Sales,Business Development,45,90547,0.0,LOW,75.5,4,"Partnership Management, ZoomInfo",Partnership Management,Learn Partnership Management: Mastering Partnership Management
480,Steven Barnett 380,IT,Tester,38,175934,0.0,LOW,67.7,3,"Jira, Postman, Test Automation",Jira,Learn Jira: Mastering Jira
481,Christopher Benson 381,Sales,Business Development,33,163391,0.0081,LOW,90.6,3,"Partnership Management, Salesforce",Partnership Management,Learn Partnership Management: Mastering Partnership Management
482,Kavya Menon 382,IT,Developer,34,110948,0.0,LOW,100.0,3,"API Integration, PostgreSQL, React",API Integration,Learn API Integration: Mastering API Integration
483,Vihaan Verma 383,Finance,Auditor,48,106880,0.0,LOW,73.2,3,"Excel, Internal Audit",Excel,Learn Excel: Mastering Excel
484,Joel Fuller 384,Sales,Business Development,38,92560,0.0995,LOW,77.4,2,"Partnership Management, Salesforce",Partnership Management,Learn Partnership Management: Mastering Partnership Management
485,Riya Mishra 385,Finance,Financial Analyst,48,150063,0.0001,LOW,72.7,4,"Tableau, Variance Analysis",Tableau,Learn Tableau: Mastering Tableau
486,Sara Snyder 386,Finance,Financial Analyst,47,129218,0.0072,LOW,87.4,4,"Budgeting & Forecasting, Tableau",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
487,Devansh Banerjee 387,IT,Cybersecurity Specialist,52,149462,0.0,LOW,81.9,5,"Nmap, Vulnerability Assessment",Nmap,Learn Nmap: Mastering Nmap
488,Joel Fuller 388,Marketing,Content Strategist,29,52997,0.0,LOW,59.2,3,"Canva, WordPress",Canva,Learn Canva: Mastering Canva
489,Sara Snyder 389,IT,Software Engineer,52,156266,0.0,LOW,64.6,3,"CI/CD, Code Quality & Testing, Git, Kubernetes",CI/CD,Learn CI/CD: Mastering CI/CD
490,Erin Massey 390,Finance,Auditor,40,38679,0.8742,HIGH,59.9,3,"ACL Analytics, Excel",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
491,Peggy Mann 391,HR,HR Manager,48,75308,0.0,LOW,100.0,3,"Excel, HR Compliance, Performance Management",Excel,Learn Excel: Mastering Excel
492,Erin Massey 392,Sales,Account Manager,53,40695,0.0061,LOW,79.6,4,"Account Growth, Cross-selling, Zendesk",Account Growth,Learn Account Growth: Mastering Account Growth
493,Peggy Mann 393,IT,Software Engineer,24,93499,0.0662,LOW,64.9,3,"AWS, Code Quality & Testing, Python",AWS,Learn AWS: AWS Certified Solutions Architect & Cloud Engineering
494,Kavya Menon 394,Marketing,Content Lead,54,58382,0.0005,LOW,63.9,4,Content Production,Content Production,Learn Content Production: Mastering Content Production
495,Clinton Scott 395,IT,Developer,23,49235,0.0002,LOW,81.7,3,"API Integration, JavaScript / TypeScript",API Integration,Learn API Integration: Mastering API Integration
496,Aarav Sharma 396,Finance,Accountant,46,168438,0.0,LOW,82.9,3,"General Ledger, Tax Compliance",General Ledger,Learn General Ledger: Mastering General Ledger
497,Navya Chopra 397,IT,Data Analyst,28,147468,0.0,LOW,81.6,5,"Business Reporting, SQL",Business Reporting,Learn Business Reporting: Mastering Business Reporting
498,Steven Barnett 398,IT,Developer,26,41764,0.3495,LOW,66.9,4,"API Integration, PostgreSQL",API Integration,Learn API Integration: Mastering API Integration
499,Devansh Banerjee 399,HR,Employee Relations,36,148831,0.0009,LOW,75.7,3,"Employee Wellbeing, Workplace Policy",Employee Wellbeing,Learn Employee Wellbeing: Mastering Employee Wellbeing
500,Aditya Kumar 400,IT,Engineer,44,96836,0.0,LOW,73.3,3,"Linux, Terraform",Linux,Learn Linux: Mastering Linux
501,Ayaan Saxena 401,IT,Cybersecurity Specialist,59,66923,0.72,HIGH,60.8,3,"Nmap, Splunk",Nmap,Learn Nmap: Mastering Nmap
502,Riya Mishra 402,IT,Developer,50,130711,0.0001,LOW,60.9,2,"Full-Stack Development, PostgreSQL, React",Full-Stack Development,Learn Full-Stack Development: Mastering Full-Stack Development
503,Sara Khan 403,HR,Recruitment Specialist,33,51292,0.9059,HIGH,76.9,3,"Greenhouse, Lever",Greenhouse,Learn Greenhouse: Mastering Greenhouse
504,Aarav Sharma 404,IT,Cybersecurity Specialist,25,159913,0.0,LOW,74.4,3,"Splunk, Vulnerability Assessment",Splunk,Learn Splunk: Mastering Splunk
505,Ashley Marsh 405,IT,Software Engineer,45,167686,0.0102,LOW,78.6,3,"Docker, REST APIs, System Design",Docker,Learn Docker: Docker & Kubernetes for Cloud Native DevOps
506,Devansh Banerjee 406,Sales,Account Manager,40,55939,0.0,LOW,81.5,3,"Account Growth, Client Relationship Management, Zendesk",Account Growth,Learn Account Growth: Mastering Account Growth
507,Ashley Marsh 407,Sales,Account Manager,38,53800,0.9985,HIGH,90.0,3,"Account Growth, Cross-selling",Account Growth,Learn Account Growth: Mastering Account Growth
508,Meera Das 408,Sales,Account Manager,38,91440,0.0,LOW,62.7,3,"Account Growth, Cross-selling",Account Growth,Learn Account Growth: Mastering Account Growth
509,Ananya Singh 409,Sales,Account Manager,22,162521,0.0,LOW,79.6,4,"Contract Renewal, Cross-selling, Zendesk",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
510,Jeffery Lopez 410,Finance,Financial Analyst,30,156327,0.0,LOW,81.0,1,"PowerBI, SQL, Tableau",PowerBI,Learn PowerBI: PowerBI & Tableau Executive Dashboards
511,Troy Ford 411,Finance,Financial Analyst,32,84648,0.0,LOW,68.3,4,"Excel, SQL",Excel,Learn Excel: Mastering Excel
512,Aarav Sharma 412,IT,Cybersecurity Specialist,33,150192,0.0,LOW,73.5,3,"Nmap, Splunk",Nmap,Learn Nmap: Mastering Nmap
513,Peggy Mann 413,Support,Helpdesk,31,128498,0.0,LOW,68.6,3,"Customer Support, Zendesk",Customer Support,Learn Customer Support: Mastering Customer Support
514,Ayaan Saxena 414,Marketing,Content Lead,39,64764,0.0,LOW,97.3,4,"Adobe Creative Cloud, Brand Storytelling",Adobe Creative Cloud,Learn Adobe Creative Cloud: Mastering Adobe Creative Cloud
515,Norman Lane 415,Support,Support Engineer,55,67470,0.0,LOW,73.3,3,"Root Cause Analysis, Splunk, Technical Troubleshooting",Root Cause Analysis,Learn Root Cause Analysis: Mastering Root Cause Analysis
516,Rohan Pillai 416,Sales,Account Manager,59,92207,0.0,LOW,77.4,2,"Contract Renewal, Gainsight, Salesforce",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
517,Aditi Sen 417,IT,Tester,46,97157,0.0,LOW,68.8,3,"Selenium, Test Automation",Selenium,Learn Selenium: Mastering Selenium
518,Megan Williams 418,HR,HR Manager,34,169288,0.0,LOW,66.2,3,"Excel, Workday",Excel,Learn Excel: Mastering Excel
519,Rita Walker 419,Finance,Financial Analyst,44,128778,0.0,LOW,56.4,3,"Budgeting & Forecasting, Excel",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
520,Myra Nair 420,HR,Recruitment Specialist,21,165016,0.0001,LOW,85.2,2,"Lever, Screening & Interviewing",Lever,Learn Lever: Mastering Lever
521,Kabir Mehta 421,Finance,Accountant,42,159288,0.0,LOW,81.2,2,"Excel, Financial Accounting",Excel,Learn Excel: Mastering Excel
522,Judith Ware 422,Sales,Account Manager,43,145573,0.0,LOW,68.4,3,"Account Growth, Gainsight, Zendesk",Account Growth,Learn Account Growth: Mastering Account Growth
523,Arjun Rao 423,Finance,Accountant,39,155730,0.0,LOW,61.2,3,"Excel, General Ledger, SAP Financials",Excel,Learn Excel: Mastering Excel
524,Norman Lane 424,Finance,Financial Analyst,38,183933,0.0,LOW,74.2,3,"Budgeting & Forecasting, Variance Analysis",Budgeting & Forecasting,Learn Budgeting & Forecasting: Mastering Budgeting & Forecasting
525,Megan Williams 425,Finance,Auditor,32,99186,0.0,LOW,66.0,3,"ACL Analytics, Financial Controls, Internal Audit",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
526,Avani Bhat 426,IT,Cybersecurity Specialist,48,39960,0.5165,MEDIUM,69.3,3,"Vulnerability Assessment, Wireshark",Vulnerability Assessment,Learn Vulnerability Assessment: Mastering Vulnerability Assessment
527,Vivaan Gupta 427,IT,Data Analyst,48,53781,0.0,LOW,56.8,2,"Excel, Exploratory Data Analysis, PowerBI, Statistical Analysis",Excel,Learn Excel: Mastering Excel
528,Brenda Bauer 428,IT,Engineer,53,66126,0.0,LOW,74.6,3,"Linux, Terraform",Linux,Learn Linux: Mastering Linux
529,Sara Khan 429,Sales,Account Manager,39,141034,0.0,LOW,74.8,4,"Contract Renewal, Salesforce, Zendesk",Contract Renewal,Learn Contract Renewal: Mastering Contract Renewal
530,Joel Fuller 430,IT,Cybersecurity Specialist,48,52883,0.9678,HIGH,85.1,3,"SIEM Tools, Vulnerability Assessment",SIEM Tools,Learn SIEM Tools: Mastering SIEM Tools
531,Aarav Sharma 431,Sales,Account Manager,57,64782,0.0,LOW,70.2,4,"Client Relationship Management, Contract Renewal",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
532,Ananya Singh 432,IT,Developer,46,91387,0.0041,LOW,68.0,4,"Full-Stack Development, Node.js, React",Full-Stack Development,Learn Full-Stack Development: Mastering Full-Stack Development
533,Saanvi Iyer 433,Sales,Business Development,55,183051,0.0,LOW,53.3,4,Deal Closing,Deal Closing,Learn Deal Closing: Mastering Deal Closing
534,Kavya Menon 434,HR,HR Manager,54,68746,0.0,LOW,85.2,3,"Excel, Performance Management, Workday",Excel,Learn Excel: Mastering Excel
535,Aditi Sen 435,Sales,Business Development,55,101266,0.4639,MEDIUM,82.7,3,"Market Expansion, Salesforce",Market Expansion,Learn Market Expansion: Mastering Market Expansion
536,Megan Williams 436,IT,Engineer,36,35056,0.9945,HIGH,72.3,4,"Backend Architecture, Terraform",Backend Architecture,Learn Backend Architecture: Mastering Backend Architecture
537,Peggy Mann 437,IT,Software Engineer,58,66457,0.0,LOW,56.0,3,"CI/CD, Code Quality & Testing, Git",CI/CD,Learn CI/CD: Mastering CI/CD
538,Peter Mckee 438,Marketing,Content Lead,33,168315,0.0,LOW,57.4,3,"Brand Storytelling, Figma",Brand Storytelling,Learn Brand Storytelling: Mastering Brand Storytelling
539,Christopher Benson 439,Support,Support Engineer,43,167773,0.0,LOW,65.4,2,"Postman, Root Cause Analysis, Splunk",Postman,Learn Postman: Mastering Postman
540,Anna Dominguez 440,Marketing,Content Strategist,42,108839,0.0,LOW,83.6,3,"Canva, Notion, WordPress",Canva,Learn Canva: Mastering Canva
541,Anna Dominguez 441,Marketing,Content Lead,36,115636,0.0,LOW,75.5,3,"Brand Storytelling, Creative Direction",Brand Storytelling,Learn Brand Storytelling: Mastering Brand Storytelling
542,Aditya Kumar 442,IT,Software Engineer,48,142697,0.035,LOW,54.1,3,"CI/CD, Git, System Design",CI/CD,Learn CI/CD: Mastering CI/CD
543,Kabir Mehta 443,Finance,Auditor,55,101483,0.0,LOW,76.9,3,"Financial Controls, SAP",Financial Controls,Learn Financial Controls: Mastering Financial Controls
544,Christopher Benson 444,Sales,Sales Executive,28,55505,0.1558,LOW,61.9,5,"Client Relationship Management, HubSpot, Salesforce",Client Relationship Management,Learn Client Relationship Management: Mastering Client Relationship Management
545,Rohan Pillai 445,Sales,Sales Executive,42,172625,0.0069,LOW,65.7,5,"HubSpot, Pipeline Management",HubSpot,Learn HubSpot: Mastering HubSpot
546,Manish Badami 446,Finance,Auditor,41,68525,0.7036,HIGH,83.7,4,"ACL Analytics, Internal Audit",ACL Analytics,Learn ACL Analytics: Mastering ACL Analytics
547,Steven Barnett 447,Finance,Accountant,46,131008,0.0,LOW,81.2,5,QuickBooks,QuickBooks,Learn QuickBooks: Mastering QuickBooks
548,Troy Ford 448,Finance,Financial Analyst,41,79348,0.0,LOW,85.1,5,"Financial Modeling, Variance Analysis",Financial Modeling,"Learn Financial Modeling: Financial Modeling, Valuation & Risk Management"
549,Ananya Singh 449,HR,HR Executive,45,42273,0.2837,LOW,71.7,4,Payroll Coordination,Payroll Coordination,Learn Payroll Coordination: Mastering Payroll Coordination
550,Ayaan Saxena 450,IT,Cybersecurity Specialist,21,99236,0.0009,LOW,82.6,2,"SIEM Tools, Threat Modeling, Wireshark",SIEM Tools,Learn SIEM Tools: Mastering SIEM Tools
551,Vivaan Gupta 451,HR,HR Executive,26,169607,0.0,LOW,65.0,3,"Excel, HR Operations",Excel,Learn Excel: Mastering Excel
552,Sara Khan 452,Finance,Financial Analyst,43,184749,0.0,LOW,68.9,3,"Financial Modeling, PowerBI, SQL",Financial Modeling,"Learn Financial Modeling: Financial Modeling, Valuation & Risk Management"
553,Troy Ford 453,Finance,Financial Analyst,43,142157,0.0,LOW,68.1,2,"Excel, SQL, Variance Analysis",Excel,Learn Excel: Mastering Excel
554,Diya Patel 454,HR,HR Manager,43,35908,0.0,LOW,72.3,4,"Employee Retention, HR Compliance, Workday",Employee Retention,Learn Employee Retention: Strategic HR Leadership & Talent Retention Strategies
555,Ashley Marsh 455,Finance,Financial Analyst,52,143352,0.0,LOW,56.6,2,"Excel, PowerBI",Excel,Learn Excel: Mastering Excel
556,Devansh Banerjee 456,HR,HR Manager,50,130967,0.0,LOW,69.3,3,"BambooHR, Employee Retention, Workday",BambooHR,Learn BambooHR: Mastering BambooHR
557,Arjun Rao 457,Marketing,SEO Analyst,33,123989,0.0,LOW,89.4,2,"Rank Tracking, Screaming Frog",Rank Tracking,Learn Rank Tracking: Mastering Rank Tracking
558,Rohan Pillai 458,IT,Engineer,38,70079,0.1578,LOW,58.9,3,"Backend Architecture, Linux",Backend Architecture,Learn Backend Architecture: Mastering Backend Architecture
559,Arjun Rao 459,IT,Tester,43,146889,0.0065,LOW,56.0,3,"Jira, Manual Testing",Jira,Learn Jira: Mastering Jira
