Employee ID,Name,Department,Job Role,EngagementScore,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
676,Troy Ford 576,Sales,Sales Executive,73.6,80,76.19,96.46,3.6,93.44,50,4.2,54,No
677,Nicole Roberts 577,HR,HR Executive,61.8,80,83.14,82.34,4.6,89.73,54,3.8,9,No
678,Riya Mishra 578,Finance,Accountant,66.0,60,70.29,91.61,2.9,79.06,51,3.2,56,No
679,Devansh Banerjee 579,Sales,Sales Executive,70.0,40,66.25,83.55,4.4,72.9,53,4.5,78,No
680,Meera Das 580,IT,Tester,80.4,60,60.16,90.98,2.9,85.65,51,3.7,44,No
681,Judith Ware 581,Finance,Auditor,88.5,80,90.32,91.53,4.2,79.34,47,3.1,49,Yes
682,Pari Joshi 582,HR,HR Manager,69.3,40,74.28,94.49,3.4,82.58,36,4.7,63,No
683,Judith Ware 583,IT,Developer,59.5,60,83.7,77.04,4.2,72.36,36,4.7,1,No
684,Rohan Pillai 584,Marketing,SEO Analyst,72.4,60,73.15,79.14,3.8,92.33,38,3.3,44,No
685,Reyansh Reddy 585,IT,Tester,96.1,60,66.38,87.47,3.0,83.22,50,3.7,61,No
686,Ishaan Malhotra 586,IT,Developer,60.5,60,84.52,80.77,4.7,84.44,38,3.5,13,No
687,Myra Nair 587,Sales,Business Development,82.6,60,81.28,80.23,4.4,77.34,54,3.6,73,No
688,Ashley Marsh 588,Sales,Sales Executive,88.0,40,75.63,89.9,4.2,81.78,46,2.8,14,No
689,Shannon Clark 589,HR,HR Executive,67.7,60,81.02,81.59,3.5,84.98,54,3.7,13,No
690,Avani Bhat 590,Sales,Business Development,63.6,20,68.4,100.0,4.4,79.09,48,3.8,30,No
691,Troy Ford 591,IT,Data Analyst,78.9,60,88.61,84.27,3.1,82.27,35,4.9,28,No
692,Saanvi Iyer 592,Finance,Financial Analyst,76.2,80,90.92,86.11,2.6,95.09,51,4.1,26,No
693,Brenda Bauer 593,HR,HR Executive,80.3,60,85.59,90.08,3.0,70.0,52,3.7,84,No
694,Christopher Benson 594,IT,Tester,96.9,60,74.28,77.44,3.3,85.48,46,4.1,8,No
695,Ishaan Malhotra 595,Sales,Sales Executive,74.0,60,78.59,91.56,3.4,77.72,44,3.2,19,No
696,Rohan Pillai 596,IT,Data Analyst,57.7,40,93.69,90.39,3.6,94.69,49,4.0,57,No
697,Pari Joshi 597,Sales,Business Development,72.8,20,90.81,85.55,3.7,82.55,51,3.6,78,No
698,Troy Ford 598,Finance,Financial Analyst,74.9,60,97.94,89.92,3.5,75.62,45,4.1,48,No
699,Devansh Banerjee 599,HR,HR Executive,87.2,80,70.19,91.0,2.6,82.28,54,4.3,56,Yes
700,Peter Mckee 600,HR,HR Executive,69.6,100,69.3,98.05,4.0,86.8,41,3.7,15,No
701,Aditi Sen 601,Sales,Sales Executive,67.1,60,79.34,100.0,3.7,100.0,54,4.2,74,No
702,Riya Mishra 602,IT,Software Engineer,55.5,60,82.07,80.57,3.5,67.12,53,3.6,7,No
703,Vivaan Gupta 603,IT,Engineer,78.6,60,76.58,78.92,4.7,74.41,45,3.4,66,No
704,Sara Snyder 604,HR,HR Manager,100.0,60,74.1,88.72,3.8,94.44,35,4.5,18,No
705,Anna Dominguez 605,Sales,Business Development,69.3,60,90.67,73.45,3.9,71.93,52,4.6,66,No
706,Sara Khan 606,Sales,Business Development,77.4,60,77.09,92.55,4.4,84.08,49,4.1,35,No
707,Aditya Kumar 607,IT,Developer,65.4,80,65.85,88.79,3.0,80.13,47,4.5,59,No
708,Christopher Benson 608,Sales,Sales Executive,56.6,60,67.0,90.57,3.9,78.88,50,3.1,35,No
709,Riya Mishra 609,Sales,Business Development,77.2,60,80.47,85.87,4.4,82.62,53,4.5,10,No
710,Troy Ford 610,Support,Helpdesk,72.3,100,100.0,89.79,3.8,81.34,40,4.9,50,No
711,Diya Patel 611,Support,Helpdesk,43.4,60,68.24,91.31,3.1,92.46,50,4.4,79,No
712,Anna Dominguez 612,IT,Data Analyst,91.3,60,74.85,89.4,3.6,94.63,52,3.9,54,No
713,Diya Patel 613,IT,Engineer,77.0,60,100.0,78.58,4.0,87.41,35,3.2,53,No
714,Anna Dominguez 614,Finance,Accountant,72.9,80,73.16,89.2,2.6,82.11,52,4.3,16,No
715,Erin Massey 615,Finance,Accountant,66.9,60,82.55,100.0,3.1,86.07,43,4.3,61,No
716,Navya Chopra 616,HR,HR Executive,76.9,60,96.76,89.69,5.0,90.44,47,4.7,41,No
717,Ayaan Saxena 617,Support,Support Engineer,77.4,60,68.49,88.96,4.2,92.01,50,3.8,23,No
718,Christopher Benson 618,IT,Engineer,76.8,80,74.91,98.92,4.8,86.96,53,3.7,16,No
719,Pari Joshi 619,Support,Helpdesk,84.8,60,73.16,82.78,4.4,96.22,35,3.5,47,No
720,Ayaan Saxena 620,HR,Employee Relations,87.5,60,62.82,94.23,4.1,79.07,42,3.4,83,No
721,Sara Khan 621,Finance,Financial Analyst,96.1,80,93.69,84.29,3.7,93.12,44,4.3,69,Yes
722,Anna Dominguez 622,Support,Support Engineer,62.0,80,72.15,95.61,4.1,89.63,41,4.0,6,No
723,Arjun Rao 623,HR,HR Executive,65.1,80,69.24,93.59,4.8,79.12,37,4.3,13,No
724,Manish Badami 624,IT,Cybersecurity Specialist,76.3,40,73.56,85.11,4.4,85.86,47,4.1,10,No
725,David Williams 625,Finance,Financial Analyst,62.7,60,87.29,86.14,4.0,86.41,54,3.8,11,No
726,Rohan Pillai 626,Marketing,SEO Analyst,64.6,60,79.13,94.84,3.8,82.86,45,3.5,4,No
727,Riya Mishra 627,IT,Cybersecurity Specialist,77.7,60,70.08,75.01,4.2,82.78,54,4.8,4,No
728,Aditi Sen 628,IT,Tester,82.8,80,82.09,84.91,3.6,71.8,39,4.1,19,No
729,Megan Williams 629,Sales,Business Development,87.3,80,86.13,92.34,4.2,78.49,47,4.7,53,Yes
730,Taylor Morris 630,IT,Developer,69.7,60,77.76,85.84,3.5,82.09,46,4.3,54,No
731,Anna Dominguez 631,HR,HR Executive,77.6,40,75.65,88.94,3.7,79.42,50,3.8,57,No
732,Megan Williams 632,HR,Recruitment Specialist,74.9,20,88.16,73.71,3.3,77.15,51,3.8,78,No
733,Megan Williams 633,HR,HR Manager,72.2,60,76.21,82.02,3.6,92.49,48,3.5,29,No
734,Clinton Scott 634,Sales,Sales Executive,62.2,20,94.08,92.76,3.5,83.17,44,4.8,23,No
735,Aarav Sharma 635,IT,Developer,60.7,60,70.42,82.74,4.9,100.0,47,4.8,72,No
736,Aditya Kumar 636,Finance,Financial Analyst,80.0,60,70.19,78.88,3.4,85.78,46,3.8,2,No
737,Jasmine Gonzalez 637,IT,Software Engineer,62.0,80,68.96,95.43,4.1,92.32,38,4.4,47,No
738,Jasmine Gonzalez 638,IT,Tester,50.7,40,75.61,91.61,3.3,82.34,53,3.8,70,No
739,Sara Khan 639,IT,Developer,71.6,60,78.03,80.38,3.9,78.71,46,3.1,21,No
740,Ayaan Saxena 640,IT,Cybersecurity Specialist,89.5,80,64.74,88.97,4.1,86.1,35,3.7,13,Yes
741,Jasmine Gonzalez 641,HR,HR Executive,38.5,60,78.97,80.61,2.8,94.36,44,4.4,47,No
742,Kabir Mehta 642,IT,Engineer,68.5,40,83.65,86.93,3.1,83.29,36,4.6,28,No
743,Nicole Roberts 643,Marketing,Content Strategist,80.1,40,63.35,89.23,3.3,87.57,39,4.0,49,No
744,Nicole Roberts 644,Marketing,Marketing Executive,50.1,80,72.79,82.34,3.1,86.06,51,3.6,79,No
745,Diya Patel 645,IT,Engineer,69.4,60,83.67,93.2,4.0,83.22,38,3.3,9,No
746,Brenda Bauer 646,Sales,Account Manager,58.3,80,67.11,94.28,4.0,83.63,41,3.8,70,No
747,Anna Dominguez 647,IT,Tester,59.9,40,74.84,89.84,3.3,76.01,49,3.9,26,No
748,Vihaan Verma 648,Sales,Account Manager,67.2,80,88.88,90.9,4.0,83.91,35,3.9,78,No
749,Connie Bailey 649,IT,Software Engineer,58.5,60,95.95,77.83,3.6,89.23,48,3.3,27,No
750,Kabir Mehta 650,HR,Employee Relations,57.5,60,82.4,97.54,3.8,86.37,49,4.2,8,No
751,Myra Nair 651,Support,Support Engineer,71.3,100,76.31,87.36,3.5,85.47,36,4.1,70,No
752,Jasmine Gonzalez 652,Sales,Business Development,98.7,60,72.99,81.45,4.2,89.8,54,3.8,79,No
753,Manish Badami 653,IT,Cybersecurity Specialist,81.1,80,87.11,89.02,4.9,85.56,36,4.0,25,No
754,Joel Fuller 654,Finance,Accountant,84.1,80,89.33,93.22,4.4,84.11,50,4.3,80,No
755,Cody Bright 655,Sales,Account Manager,81.6,60,66.44,91.59,4.7,89.88,36,4.3,7,No
756,Devansh Banerjee 656,IT,Developer,63.6,60,87.1,80.41,3.1,85.09,50,4.8,1,No
757,Rita Walker 657,IT,Tester,75.7,60,71.93,93.3,3.5,82.11,51,4.8,56,No
758,Saanvi Iyer 658,HR,Employee Relations,85.2,60,69.4,87.58,4.2,87.75,52,4.3,51,No
759,Cody Bright 659,Sales,Account Manager,81.9,60,76.46,91.51,4.8,83.72,53,3.9,57,No
760,Saanvi Iyer 660,Sales,Business Development,74.3,80,87.92,82.39,4.3,81.75,50,3.6,2,No
761,Ananya Singh 661,IT,Data Analyst,78.2,20,81.09,95.32,3.3,85.24,38,4.5,7,No
762,Kavya Menon 662,Sales,Account Manager,100.0,60,80.82,89.28,3.6,85.34,51,3.3,58,No
763,Saanvi Iyer 663,Finance,Accountant,82.1,60,81.52,96.32,4.1,75.17,35,4.1,1,No
764,Reyansh Reddy 664,Sales,Account Manager,68.2,60,82.68,77.26,3.8,86.67,47,3.4,61,No
765,Arjun Rao 665,Support,Helpdesk,71.1,80,76.86,78.19,3.4,98.77,41,4.6,48,No
766,Clinton Scott 666,Marketing,Content Strategist,59.4,40,84.32,86.32,3.7,76.16,43,4.5,19,No
767,Sara Snyder 667,Marketing,SEO Analyst,100.0,60,71.4,98.27,3.9,79.98,48,4.0,28,No
768,Meera Das 668,Sales,Business Development,91.2,60,84.51,100.0,3.2,100.0,35,5.0,16,No
769,Arjun Rao 669,IT,Cybersecurity Specialist,73.0,60,86.57,81.78,4.5,77.42,42,3.6,73,No
770,Arjun Rao 670,HR,HR Manager,98.2,60,84.99,88.37,3.6,94.29,44,4.3,21,No
771,Norman Lane 671,Finance,Auditor,79.6,60,85.51,89.09,3.9,82.17,38,4.3,5,No
772,Diya Patel 672,Sales,Account Manager,66.8,60,82.65,93.03,4.5,84.48,47,4.1,61,No
773,Ashley Marsh 673,IT,Software Engineer,82.9,60,89.73,94.19,3.8,82.95,52,3.8,30,No
774,Pari Joshi 674,Sales,Business Development,76.8,60,55.28,80.2,4.5,87.41,43,4.1,61,No
775,Cody Bright 675,Finance,Accountant,82.1,60,86.54,88.45,3.3,71.36,42,5.0,11,No
776,Peter Mckee 676,Sales,Business Development,55.6,60,97.75,73.94,4.2,85.49,40,4.0,11,No
777,Devansh Banerjee 677,Sales,Sales Executive,62.3,60,71.78,93.68,4.4,80.77,53,4.4,62,No
778,Riya Mishra 678,Marketing,SEO Analyst,89.9,40,70.66,85.63,3.4,69.1,50,3.0,15,No
779,Navya Chopra 679,IT,Engineer,92.3,40,90.86,79.56,3.8,92.97,35,3.9,24,No
780,Jasmine Gonzalez 680,IT,Developer,89.0,60,68.73,90.33,3.8,67.14,49,5.0,21,No
781,Aditi Sen 681,IT,Software Engineer,98.6,60,71.33,85.41,4.0,100.0,40,3.7,75,No
782,Brenda Bauer 682,Sales,Business Development,78.9,20,79.7,96.83,4.2,88.94,44,3.7,17,No
783,Erin Massey 683,Sales,Sales Executive,78.1,60,70.01,81.75,3.4,73.11,39,5.0,44,No
784,Kabir Mehta 684,IT,Software Engineer,61.0,40,86.75,100.0,3.9,94.7,42,3.6,79,No
785,Aarav Sharma 685,Marketing,Marketing Executive,65.0,100,70.09,93.98,4.9,78.0,35,3.6,67,No
786,Norman Lane 686,Sales,Sales Executive,48.1,60,81.61,97.01,4.5,78.36,47,4.4,11,No
787,Joel Fuller 687,IT,Engineer,68.1,60,80.84,80.8,4.4,69.59,50,5.0,48,No
788,Sara Snyder 688,Sales,Sales Executive,47.3,60,94.64,100.0,3.8,77.09,51,4.6,32,No
789,Navya Chopra 689,Sales,Account Manager,85.0,80,89.65,79.51,5.0,78.03,41,4.0,62,Yes
790,Reyansh Reddy 690,Marketing,SEO Specialist,76.7,40,72.7,86.53,4.5,90.55,49,4.8,17,No
791,Shannon Clark 691,IT,Software Engineer,47.7,100,65.36,97.13,3.9,93.34,48,3.9,53,No
792,Saanvi Iyer 692,HR,Recruitment Specialist,69.7,60,86.38,91.55,4.0,74.07,51,3.7,26,No
793,Erin Massey 693,IT,Data Analyst,95.6,40,71.47,79.33,3.6,86.16,41,4.9,82,No
794,Devansh Banerjee 694,IT,Engineer,70.5,60,74.64,95.95,4.1,69.28,48,4.8,77,No
795,Anna Dominguez 695,Finance,Auditor,60.0,60,67.4,90.38,4.3,86.19,42,3.8,24,No
796,Kavya Menon 696,IT,Cybersecurity Specialist,50.6,100,84.79,85.09,4.3,100.0,47,4.6,33,No
797,Manish Badami 697,Sales,Sales Executive,50.9,80,71.54,77.21,3.8,69.76,35,4.8,59,No
798,Ashley Marsh 698,Marketing,Marketing Executive,78.4,60,77.65,91.04,3.0,75.88,38,3.9,53,No
799,Arjun Rao 699,Marketing,Marketing Executive,66.8,60,77.8,86.86,4.0,89.82,45,4.1,4,No
800,Erin Massey 700,IT,Cybersecurity Specialist,67.8,80,79.84,89.09,4.3,90.76,43,3.3,35,No
801,Ananya Singh 701,Marketing,Content Strategist,66.8,60,84.62,76.9,3.3,76.47,53,4.0,53,No
802,Norman Lane 702,IT,Developer,70.3,60,75.57,85.07,3.8,95.79,38,3.6,35,No
803,Myra Nair 703,IT,Cybersecurity Specialist,57.3,60,70.59,91.36,4.7,77.48,35,3.9,68,No
804,Anna Dominguez 704,IT,Tester,75.8,60,59.4,100.0,3.2,97.39,53,3.2,38,No
805,Myra Nair 705,IT,Data Analyst,54.9,80,79.03,86.56,3.7,87.75,53,4.8,69,No
806,Erin Massey 706,Marketing,Content Strategist,62.9,60,76.43,98.1,4.8,94.17,53,4.7,3,No
807,Christopher Benson 707,Sales,Sales Executive,84.1,60,70.9,93.51,4.0,86.97,45,4.8,73,No
808,Shannon Clark 708,Finance,Accountant,76.5,80,78.63,89.64,3.6,89.26,40,4.0,64,No
809,Joel Fuller 709,Marketing,Content Lead,80.2,20,86.56,80.91,3.9,89.68,41,3.8,84,No
810,Pari Joshi 710,HR,HR Executive,97.8,60,89.12,81.21,4.4,93.16,35,4.2,39,No
811,Rita Walker 711,Sales,Sales Executive,71.3,80,62.65,92.32,3.8,83.74,49,4.2,36,No
812,Jasmine Gonzalez 712,Marketing,SEO Analyst,72.3,60,74.39,84.31,4.3,76.8,38,4.9,66,No
813,David Williams 713,IT,Developer,68.8,60,87.61,83.69,4.0,83.37,47,4.1,30,No
814,Peter Mckee 714,Sales,Business Development,66.7,60,93.96,86.74,4.1,78.66,46,4.1,80,No
815,Steven Barnett 715,Sales,Business Development,59.9,60,69.83,86.85,4.3,79.18,35,4.5,76,No
816,David Williams 716,Sales,Account Manager,73.0,60,91.78,94.31,3.7,97.24,42,2.9,46,No
817,Aditi Sen 717,Finance,Accountant,76.3,20,64.5,84.46,3.3,88.98,45,4.9,26,No
818,Aditya Kumar 718,IT,Developer,76.9,40,89.48,93.61,4.2,88.61,44,4.5,50,No
819,Aarav Sharma 719,IT,Tester,72.8,60,75.18,91.08,3.8,92.58,36,4.3,19,No
820,Vihaan Verma 720,IT,Software Engineer,83.1,60,93.63,76.28,3.6,88.94,51,4.4,12,No
821,Rita Walker 721,HR,Recruitment Specialist,72.4,80,73.36,90.06,4.2,98.94,47,4.6,62,No
822,David Williams 722,IT,Cybersecurity Specialist,67.1,60,74.9,69.33,4.7,67.24,43,5.0,43,No
823,Erin Massey 723,Finance,Auditor,60.9,60,76.67,81.73,3.8,76.02,50,3.8,23,No
824,Peggy Mann 724,IT,Developer,53.4,80,62.63,91.24,3.9,78.39,51,4.7,2,No
825,Vihaan Verma 725,IT,Developer,89.5,20,60.38,87.93,3.2,72.99,44,4.3,9,No
826,Peggy Mann 726,IT,Data Analyst,63.6,40,83.1,75.62,3.8,84.9,51,3.5,64,No
827,Sara Snyder 727,Sales,Sales Executive,60.9,60,87.88,80.17,4.0,85.28,54,4.7,48,No
828,Ashley Marsh 728,Sales,Account Manager,67.0,40,84.08,69.74,3.9,99.8,44,4.2,57,No
829,Norman Lane 729,Marketing,SEO Specialist,68.7,60,65.46,78.6,3.7,91.23,48,4.2,76,No
830,Judith Ware 730,Finance,Accountant,91.7,100,82.8,92.05,4.3,79.94,49,4.2,77,Yes
831,Reyansh Reddy 731,HR,HR Manager,68.1,80,68.1,84.1,3.9,87.95,43,4.3,1,No
832,Aarav Sharma 732,Sales,Business Development,100.0,60,82.08,89.19,5.0,69.38,36,4.5,65,No
833,Nicole Roberts 733,Marketing,Marketing Executive,72.8,80,89.31,88.1,4.0,85.14,48,3.8,30,No
834,Reyansh Reddy 734,IT,Engineer,96.7,40,81.67,88.23,2.3,84.71,41,4.0,67,No
835,Judith Ware 735,Sales,Sales Executive,82.7,60,92.69,95.16,3.2,76.78,38,4.7,82,No
836,Avani Bhat 736,IT,Cybersecurity Specialist,76.3,60,76.5,86.58,4.2,82.39,47,3.4,36,No
837,Shannon Clark 737,Sales,Account Manager,90.9,60,75.83,94.37,3.5,78.46,38,4.7,72,No
838,Manish Badami 738,IT,Engineer,85.5,20,78.67,70.66,3.6,76.54,38,4.0,23,No
839,Norman Lane 739,IT,Developer,79.6,80,64.57,95.78,3.2,89.4,43,4.7,76,No
840,Vihaan Verma 740,Sales,Account Manager,99.8,80,73.97,78.97,3.6,92.27,45,4.4,43,Yes
841,Jeffery Lopez 741,Support,Helpdesk,66.0,60,74.85,80.49,4.0,88.08,35,3.8,82,No
842,Aditi Sen 742,Sales,Sales Executive,60.1,40,75.16,83.07,4.1,80.5,47,3.8,40,No
843,Christopher Benson 743,Sales,Business Development,63.9,60,80.68,95.59,3.3,78.7,43,3.6,73,No
844,Arjun Rao 744,Finance,Financial Analyst,93.0,80,63.2,81.77,4.4,80.74,52,3.3,50,Yes
845,Manish Badami 745,Sales,Account Manager,89.4,60,66.54,83.41,3.2,82.24,41,4.1,41,No
846,Joel Fuller 746,Finance,Auditor,65.7,60,89.32,81.27,4.2,77.02,48,4.2,77,No
847,Ananya Singh 747,Sales,Business Development,43.7,80,57.93,89.79,4.1,92.43,51,4.4,39,No
848,Sara Snyder 748,Support,Support Engineer,69.5,60,84.16,93.21,3.3,82.38,52,3.9,47,No
849,Ayaan Saxena 749,Sales,Sales Executive,59.8,60,74.26,99.93,3.3,90.12,35,4.4,83,No
850,Aditi Sen 750,Marketing,Marketing Executive,66.1,60,79.6,100.0,4.1,72.8,43,4.7,3,No
851,Megan Williams 751,HR,HR Executive,59.3,60,93.58,92.55,3.6,78.49,44,5.0,59,No
852,Arjun Rao 752,Finance,Accountant,52.7,60,76.69,90.56,3.8,90.88,50,3.5,38,No
853,Riya Mishra 753,Support,Helpdesk,94.6,60,84.25,79.48,4.3,90.99,45,4.8,4,No
854,Diya Patel 754,IT,Tester,63.8,60,78.59,100.0,4.2,74.38,38,4.3,5,No
855,Peggy Mann 755,Sales,Sales Executive,89.0,60,76.91,89.51,3.4,86.42,53,4.2,13,No
856,Meera Das 756,Sales,Sales Executive,69.3,40,75.67,85.98,3.9,86.63,42,3.8,69,No
857,Peter Mckee 757,HR,Employee Relations,58.4,60,85.01,90.71,3.3,78.33,37,4.8,77,No
858,Clinton Scott 758,HR,Employee Relations,78.1,60,70.68,83.55,4.4,86.86,38,4.2,11,No
859,Erin Massey 759,IT,Data Analyst,67.3,80,66.68,71.64,4.8,71.36,42,3.3,61,No
860,Ashley Marsh 760,Sales,Sales Executive,69.5,60,78.74,92.0,3.4,76.58,46,3.0,26,No
861,Navya Chopra 761,Sales,Business Development,73.7,60,79.93,97.4,3.9,88.79,39,4.1,53,No
862,Taylor Morris 762,IT,Developer,62.3,60,59.76,91.9,4.5,84.24,37,4.4,11,No
863,Joel Fuller 763,Finance,Financial Analyst,52.5,60,77.9,87.95,3.9,84.65,39,3.7,7,No
864,Megan Williams 764,Finance,Accountant,71.4,60,65.73,88.09,4.2,82.6,38,3.9,73,No
865,Connie Bailey 765,Marketing,SEO Analyst,83.6,80,84.27,89.21,3.9,88.3,45,4.7,15,No
866,Reyansh Reddy 766,HR,HR Executive,61.2,60,59.96,88.99,3.3,88.68,50,3.9,51,No
867,Kavya Menon 767,IT,Tester,73.8,80,97.25,87.58,4.0,90.33,52,4.4,25,No
868,Norman Lane 768,Sales,Sales Executive,90.1,40,74.62,88.18,4.6,85.01,40,3.8,7,No
869,Ashley Marsh 769,HR,Employee Relations,70.9,20,69.35,98.89,4.1,80.89,50,4.8,44,No
870,Sara Snyder 770,IT,Tester,73.0,80,75.17,91.31,4.9,79.54,35,4.3,83,No
871,Meera Das 771,Sales,Business Development,72.7,60,83.56,88.74,2.8,75.55,53,4.1,80,No
872,Anna Dominguez 772,HR,HR Manager,63.8,60,86.9,92.61,4.1,80.78,54,4.9,18,No
873,Aditya Kumar 773,IT,Engineer,60.1,60,75.26,92.62,3.5,79.15,50,3.2,16,No
874,Anna Dominguez 774,Support,Helpdesk,60.1,40,63.61,94.62,3.4,96.81,44,4.5,64,No
875,Cody Bright 775,Sales,Account Manager,76.4,60,65.88,82.7,4.7,75.62,48,3.1,28,No
876,Cody Bright 776,HR,HR Executive,81.1,80,80.86,84.64,3.7,92.3,52,4.1,13,No
877,Norman Lane 777,IT,Tester,81.7,40,87.87,82.31,3.7,81.86,47,4.1,16,No
878,Megan Williams 778,IT,Cybersecurity Specialist,67.5,80,89.17,93.37,4.1,82.35,47,4.3,12,No
879,Reyansh Reddy 779,Finance,Auditor,85.1,60,79.68,93.03,2.6,87.21,49,3.1,62,No
880,Saanvi Iyer 780,Marketing,Content Strategist,75.7,60,87.67,79.09,4.7,72.65,38,4.2,32,No
881,Aditya Kumar 781,IT,Software Engineer,72.8,40,97.12,90.74,5.0,77.6,52,4.8,28,No
882,Jasmine Gonzalez 782,Sales,Sales Executive,31.9,60,89.9,97.61,4.4,74.07,49,3.7,36,No
883,Vivaan Gupta 783,HR,Recruitment Specialist,62.2,40,87.22,86.35,4.1,80.96,40,3.7,82,No
884,Sara Khan 784,IT,Tester,53.7,20,69.93,90.2,3.8,76.73,44,3.8,45,No
885,Cody Bright 785,Sales,Sales Executive,79.5,100,87.63,93.11,3.3,94.54,49,4.6,23,No
886,Vihaan Verma 786,HR,Employee Relations,73.1,60,82.61,78.76,4.6,79.33,35,3.6,13,No
887,Devansh Banerjee 787,Marketing,SEO Specialist,59.1,60,84.51,89.06,4.4,64.97,39,3.9,4,No
888,Peter Mckee 788,IT,Software Engineer,75.7,40,90.61,96.9,4.2,81.32,43,4.6,52,No
889,Ishaan Malhotra 789,Marketing,SEO Specialist,54.9,80,81.59,83.85,4.1,90.46,48,3.6,29,No
890,Anna Dominguez 790,Finance,Auditor,59.5,60,76.97,93.83,4.1,97.04,45,4.7,59,No
891,Erin Massey 791,IT,Developer,63.5,80,67.3,88.19,3.6,82.16,40,3.8,72,No
892,Rita Walker 792,Support,Support Engineer,78.5,20,75.03,83.28,5.0,79.86,50,4.0,27,No
893,Jasmine Gonzalez 793,HR,HR Executive,88.8,60,80.13,87.32,3.7,83.88,43,4.6,25,No
894,Joel Fuller 794,Finance,Auditor,65.0,100,80.78,84.32,3.6,87.32,37,4.6,17,No
895,Myra Nair 795,Sales,Sales Executive,87.9,60,80.44,81.78,4.6,74.97,42,3.8,35,No
896,Arjun Rao 796,Support,Helpdesk,72.6,80,87.6,86.22,3.9,82.04,51,3.5,7,No
897,Aditya Kumar 797,Finance,Auditor,74.8,60,86.65,88.48,3.9,83.6,43,4.9,17,No
898,Rohan Pillai 798,HR,HR Manager,71.2,60,77.38,86.84,4.7,84.37,51,3.9,83,No
899,Meera Das 799,Sales,Sales Executive,69.6,80,69.53,86.14,4.3,82.84,39,4.3,57,No
900,Kabir Mehta 800,Finance,Auditor,77.3,60,81.83,89.58,4.3,76.51,45,4.5,31,No
901,Avani Bhat 801,HR,Employee Relations,80.9,60,100.0,91.72,3.0,86.71,40,3.6,48,No
902,Riya Mishra 802,IT,Engineer,61.4,60,81.21,79.99,4.1,83.64,48,3.3,47,No
903,Meera Das 803,IT,Engineer,69.7,40,75.04,86.23,3.3,83.62,37,4.4,81,No
904,Clinton Scott 804,Marketing,Content Lead,92.0,60,83.36,74.19,3.6,75.34,51,3.2,70,No
905,Vivaan Gupta 805,HR,HR Executive,74.1,60,83.96,86.86,4.0,89.12,38,3.5,64,No
906,Cody Bright 806,IT,Engineer,75.4,80,83.85,89.05,3.9,76.42,42,4.5,32,No
907,Steven Barnett 807,Sales,Account Manager,86.0,60,91.73,91.99,4.3,96.93,40,4.3,49,No
908,Connie Bailey 808,IT,Developer,66.0,60,81.86,89.08,4.4,74.57,45,4.3,3,No
909,Brenda Bauer 809,Sales,Business Development,71.6,80,91.25,91.84,4.4,90.1,35,3.8,83,No
910,Anna Dominguez 810,HR,HR Manager,81.8,60,80.3,88.46,3.1,68.73,49,4.8,35,No
911,Kabir Mehta 811,Marketing,SEO Analyst,86.9,80,93.12,83.27,5.0,65.93,50,3.5,27,Yes
912,Shannon Clark 812,IT,Tester,43.6,100,90.07,80.19,3.9,79.56,36,2.8,2,No
913,Ashley Marsh 813,IT,Cybersecurity Specialist,63.2,20,87.22,86.16,4.6,65.92,47,3.0,5,No
914,Devansh Banerjee 814,Finance,Financial Analyst,60.0,40,85.89,82.64,2.4,89.84,46,4.1,44,No
915,Troy Ford 815,Sales,Account Manager,70.5,40,100.0,87.16,3.7,83.83,48,4.0,22,No
916,Joel Fuller 816,Sales,Business Development,60.9,80,88.77,84.56,3.0,95.21,35,4.5,6,No
917,Brenda Bauer 817,Sales,Sales Executive,80.0,40,69.51,90.93,3.4,82.66,45,4.4,60,No
918,Aditya Kumar 818,IT,Data Analyst,74.1,60,80.46,88.34,3.9,85.95,38,4.0,64,No
919,Reyansh Reddy 819,Sales,Business Development,82.7,60,75.35,91.13,3.7,81.85,47,3.2,5,No
920,Saanvi Iyer 820,Sales,Account Manager,83.4,80,98.64,91.1,4.7,77.01,54,3.7,23,No
921,Arjun Rao 821,Sales,Sales Executive,80.1,80,90.51,86.74,5.0,80.75,40,3.7,36,No
922,Meera Das 822,Finance,Accountant,68.0,100,98.32,87.17,3.3,74.37,39,5.0,44,No
923,Jeffery Lopez 823,Marketing,SEO Analyst,73.3,60,70.4,91.51,3.6,87.1,38,3.9,50,No
924,Devansh Banerjee 824,Finance,Accountant,66.5,60,89.02,100.0,3.3,81.54,47,4.6,44,No
925,Norman Lane 825,IT,Data Analyst,55.6,20,64.35,81.08,4.6,83.2,52,4.1,62,No
926,Judith Ware 826,Finance,Auditor,83.4,60,62.08,88.29,4.0,100.0,47,4.0,28,No
927,Rohan Pillai 827,Marketing,SEO Specialist,71.0,60,74.03,79.63,3.9,80.78,42,3.7,24,No
928,Shannon Clark 828,IT,Cybersecurity Specialist,54.0,100,93.12,87.85,4.1,86.51,53,4.3,9,No
929,Ashley Marsh 829,IT,Data Analyst,78.4,80,68.07,83.28,3.7,83.57,49,3.4,34,No
930,Steven Barnett 830,Marketing,SEO Analyst,69.3,40,77.83,87.16,3.4,93.26,35,4.0,54,No
