EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,Country,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,ProjectsHandled,TrainingHours,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk
742,Kabir Mehta 642,Female,23,IT,Engineer,3,2019-11-09,India,86550,27,6,2,28,2021,5,4.86,2,No
743,Nicole Roberts 643,Female,31,Marketing,Content Strategist,3,2012-08-14,USA,84294,34,15,14,49,2024,12,3.01,2,No
744,Nicole Roberts 644,Female,58,Marketing,Marketing Executive,2,2011-10-01,Canada,56446,6,21,8,79,2025,13,2.75,4,No
745,Diya Patel 645,Female,34,IT,Engineer,3,2018-08-12,India,111579,19,30,7,9,2020,6,3.98,3,No
746,Brenda Bauer 646,Male,46,Sales,Account Manager,4,2013-05-25,Germany,149679,31,19,11,70,2020,11,4.62,4,No
747,Anna Dominguez 647,Male,41,IT,Tester,4,2011-09-22,Canada,120615,37,4,14,26,2024,13,3.76,2,No
748,Vihaan Verma 648,Male,59,Sales,Account Manager,4,2018-03-28,France,52101,39,29,4,78,2023,6,1.79,4,Yes
749,Connie Bailey 649,Male,50,IT,Software Engineer,3,2014-07-03,Germany,63016,31,30,3,27,2022,10,3.53,3,No
750,Kabir Mehta 650,Female,28,HR,Employee Relations,3,2020-07-08,Germany,125481,25,9,4,8,2023,4,5.37,3,No
751,Myra Nair 651,Male,40,Support,Support Engineer,2,2023-05-21,Germany,87802,38,17,4,70,2025,1,0.92,5,No
752,Jasmine Gonzalez 652,Female,52,Sales,Business Development,2,2019-04-03,USA,42549,19,10,10,79,2024,5,3.57,3,No
753,Manish Badami 653,Male,42,IT,Cybersecurity Specialist,2,2011-12-24,India,82842,17,6,10,25,2023,13,2.92,4,No
754,Joel Fuller 654,Female,27,Finance,Accountant,3,2023-11-22,France,81539,14,13,8,80,2025,1,2.26,4,No
755,Cody Bright 655,Female,29,Sales,Account Manager,2,2023-06-02,UK,68717,21,19,13,7,2025,1,4.23,3,No
756,Devansh Banerjee 656,Female,21,IT,Developer,2,2013-04-21,USA,150042,21,17,13,1,2020,11,1.46,3,No
757,Rita Walker 657,Male,49,IT,Tester,5,2019-11-26,USA,162922,20,10,4,56,2025,5,2.85,3,No
758,Saanvi Iyer 658,Male,28,HR,Employee Relations,2,2019-05-19,Germany,127447,1,21,14,51,2022,5,4.2,3,No
759,Cody Bright 659,Male,24,Sales,Account Manager,2,2017-10-21,USA,118402,39,26,5,57,2020,7,4.09,3,No
760,Saanvi Iyer 660,Female,55,Sales,Business Development,1,2022-05-02,India,77607,17,11,2,2,2025,2,3.8,4,No
761,Ananya Singh 661,Other,23,IT,Data Analyst,3,2009-05-03,India,47823,22,17,13,7,2020,15,3.37,1,No
762,Kavya Menon 662,Female,27,Sales,Account Manager,3,2018-03-21,India,64986,12,25,4,58,2022,6,3.08,3,No
763,Saanvi Iyer 663,Male,47,Finance,Accountant,3,2022-09-02,UK,156682,40,1,7,1,2024,2,2.73,3,No
764,Reyansh Reddy 664,Female,21,Sales,Account Manager,3,2009-09-03,USA,99325,8,22,3,61,2023,15,2.23,3,No
765,Arjun Rao 665,Female,47,Support,Helpdesk,4,2011-12-23,India,162925,6,0,14,48,2017,13,4.01,4,No
766,Clinton Scott 666,Male,36,Marketing,Content Strategist,4,2014-12-14,USA,92771,40,22,14,19,2022,10,3.41,2,No
767,Sara Snyder 667,Male,58,Marketing,SEO Analyst,5,2019-01-16,Germany,89973,0,9,1,28,2022,5,4.04,3,No
768,Meera Das 668,Male,27,Sales,Business Development,4,2020-01-24,France,180762,1,20,13,16,2023,4,2.42,3,No
769,Arjun Rao 669,Female,43,IT,Cybersecurity Specialist,3,2013-09-03,India,74107,3,0,8,73,2020,11,2.4,3,No
770,Arjun Rao 670,Male,31,HR,HR Manager,2,2014-06-14,UK,92888,13,5,8,21,2019,10,3.7,3,No
771,Norman Lane 671,Female,53,Finance,Auditor,1,2019-03-06,Germany,45956,31,6,6,5,2024,5,0.92,3,Yes
772,Diya Patel 672,Female,56,Sales,Account Manager,1,2022-07-21,USA,121839,35,16,7,61,2024,2,0.67,3,Yes
773,Ashley Marsh 673,Male,57,IT,Software Engineer,3,2016-03-24,India,136131,1,8,15,30,2020,8,4.21,3,No
774,Pari Joshi 674,Male,37,Sales,Business Development,4,2016-05-01,UK,102594,39,30,10,61,2018,8,2.49,3,Yes
775,Cody Bright 675,Other,55,Finance,Accountant,3,2018-12-15,Canada,46519,13,6,11,11,2021,6,3.39,3,No
776,Peter Mckee 676,Female,25,Sales,Business Development,1,2021-09-19,India,36832,19,16,2,11,2025,3,3.58,3,No
777,Devansh Banerjee 677,Other,52,Sales,Sales Executive,3,2020-02-03,India,148922,24,2,5,62,2023,4,4.24,3,No
778,Riya Mishra 678,Male,23,Marketing,SEO Analyst,4,2023-07-28,USA,140474,41,15,12,15,2025,1,2.76,2,No
779,Navya Chopra 679,Male,55,IT,Engineer,3,2015-11-28,France,104715,7,4,7,24,2020,9,2.81,2,No
780,Jasmine Gonzalez 680,Female,34,IT,Developer,4,2014-10-08,USA,106835,27,19,15,21,2024,10,2.58,3,No
781,Aditi Sen 681,Male,51,IT,Software Engineer,4,2019-02-14,France,108366,20,17,9,75,2022,5,3.82,3,No
782,Brenda Bauer 682,Male,51,Sales,Business Development,4,2010-07-27,Canada,72570,22,30,1,17,2025,14,3.87,1,No
783,Erin Massey 683,Female,37,Sales,Sales Executive,4,2016-05-09,Germany,172687,31,0,15,44,2019,8,4.48,3,No
784,Kabir Mehta 684,Male,44,IT,Software Engineer,3,2021-07-01,Germany,73311,7,3,3,79,2023,3,1.95,2,No
785,Aarav Sharma 685,Female,43,Marketing,Marketing Executive,2,2020-01-06,India,125245,30,22,6,67,2022,4,5.43,5,No
786,Norman Lane 686,Male,38,Sales,Sales Executive,1,2020-09-01,Germany,138187,36,10,14,11,2024,4,2.89,3,No
787,Joel Fuller 687,Other,34,IT,Engineer,3,2016-03-13,UK,58434,15,19,7,48,2024,8,3.15,3,No
788,Sara Snyder 688,Female,35,Sales,Sales Executive,2,2009-05-04,France,121879,39,8,6,32,2016,15,3.36,3,Yes
789,Navya Chopra 689,Male,35,Sales,Account Manager,5,2012-01-10,USA,50739,41,29,1,62,2021,12,2.29,4,Yes
790,Reyansh Reddy 690,Female,26,Marketing,SEO Specialist,2,2015-04-20,UK,101202,26,7,4,17,2018,9,2.79,2,No
791,Shannon Clark 691,Male,47,IT,Software Engineer,4,2021-11-12,UK,133580,39,7,6,53,2023,3,4.66,5,No
792,Saanvi Iyer 692,Male,35,HR,Recruitment Specialist,3,2017-10-13,USA,114599,40,4,8,26,2019,7,4.68,3,No
793,Erin Massey 693,Female,56,IT,Data Analyst,2,2015-04-16,Canada,151770,17,11,10,82,2021,9,3.41,2,No
794,Devansh Banerjee 694,Female,28,IT,Engineer,4,2022-03-07,Germany,74470,34,30,15,77,2024,2,4.24,3,No
795,Anna Dominguez 695,Male,35,Finance,Auditor,3,2020-01-16,Canada,109965,14,0,14,24,2024,4,3.61,3,No
796,Kavya Menon 696,Male,23,IT,Cybersecurity Specialist,3,2021-02-01,Canada,160332,26,14,4,33,2024,3,3.14,5,No
797,Manish Badami 697,Female,33,Sales,Sales Executive,2,2016-04-05,Germany,164681,16,24,7,59,2019,8,2.45,4,No
798,Ashley Marsh 698,Female,54,Marketing,Marketing Executive,3,2020-11-15,Canada,149300,39,17,11,53,2023,4,2.34,3,No
799,Arjun Rao 699,Female,44,Marketing,Marketing Executive,2,2015-10-21,UK,72997,1,5,3,4,2021,9,2.44,3,No
800,Erin Massey 700,Female,52,IT,Cybersecurity Specialist,3,2023-02-11,India,132805,30,9,8,35,2025,1,4.81,4,No
801,Ananya Singh 701,Male,52,Marketing,Content Strategist,3,2023-03-04,USA,157202,36,13,1,53,2025,1,4.07,3,No
802,Norman Lane 702,Female,50,IT,Developer,3,2020-10-22,India,37526,40,20,4,35,2025,4,4.64,3,No
803,Myra Nair 703,Male,33,IT,Cybersecurity Specialist,3,2021-06-12,UK,108339,40,25,8,68,2024,3,3.6,3,No
804,Anna Dominguez 704,Female,21,IT,Tester,3,2021-02-02,India,41574,33,28,10,38,2023,3,2.32,3,Yes
805,Myra Nair 705,Female,54,IT,Data Analyst,2,2014-09-12,UK,43733,33,30,4,69,2022,10,3.8,4,Yes
806,Erin Massey 706,Female,35,Marketing,Content Strategist,4,2012-02-18,France,85290,2,7,2,3,2021,12,4.47,3,No
807,Christopher Benson 707,Male,34,Sales,Sales Executive,2,2022-03-15,Germany,107793,16,26,2,73,2024,2,3.84,3,No
808,Shannon Clark 708,Female,49,Finance,Accountant,3,2010-09-16,Germany,71051,13,2,4,64,2022,14,1.88,4,No
809,Joel Fuller 709,Other,54,Marketing,Content Lead,3,2014-06-27,India,50909,13,21,15,84,2025,10,1.73,1,No
810,Pari Joshi 710,Female,38,HR,HR Executive,4,2014-12-22,UK,112338,37,21,13,39,2023,10,3.84,3,No
811,Rita Walker 711,Female,27,Sales,Sales Executive,3,2022-12-10,Germany,108432,34,25,4,36,2024,2,2.89,4,No
812,Jasmine Gonzalez 712,Male,49,Marketing,SEO Analyst,3,2016-05-15,France,63133,0,18,15,66,2019,8,3.51,3,No
813,David Williams 713,Female,51,IT,Developer,3,2023-07-27,India,114062,28,11,2,30,2025,1,2.48,3,No
814,Peter Mckee 714,Male,45,Sales,Business Development,3,2010-04-10,USA,177350,3,11,7,80,2019,14,3.33,3,No
815,Steven Barnett 715,Male,58,Sales,Business Development,2,2009-10-19,Canada,146546,32,14,15,76,2023,15,2.1,3,No
816,David Williams 716,Female,34,Sales,Account Manager,3,2016-07-14,Germany,86458,16,27,6,46,2025,8,3.45,3,No
817,Aditi Sen 717,Male,28,Finance,Accountant,3,2014-10-17,UK,90415,27,6,11,26,2020,10,3.93,1,No
818,Aditya Kumar 718,Male,47,IT,Developer,5,2021-06-27,Germany,89160,25,26,3,50,2023,3,3.98,2,No
819,Aarav Sharma 719,Other,22,IT,Tester,3,2022-11-11,UK,89399,7,3,8,19,2024,2,1.89,3,No
820,Vihaan Verma 720,Female,37,IT,Software Engineer,3,2015-02-02,India,60298,33,20,8,12,2020,9,3.67,3,No
821,Rita Walker 721,Female,57,HR,Recruitment Specialist,2,2019-11-08,India,124407,17,8,1,62,2024,5,2.61,4,No
822,David Williams 722,Male,34,IT,Cybersecurity Specialist,4,2009-03-25,Canada,97513,30,21,3,43,2019,15,4.73,3,No
823,Erin Massey 723,Female,45,Finance,Auditor,4,2010-04-14,Germany,86097,26,15,5,23,2024,14,4.16,3,No
824,Peggy Mann 724,Male,50,IT,Developer,2,2019-06-17,Canada,180476,15,25,2,2,2023,5,3.23,4,No
825,Vihaan Verma 725,Male,49,IT,Developer,2,2011-11-26,UK,70198,9,30,12,9,2021,13,5.38,1,No
826,Peggy Mann 726,Female,40,IT,Data Analyst,3,2018-10-03,France,84997,39,12,12,64,2022,6,2.47,2,Yes
827,Sara Snyder 727,Male,41,Sales,Sales Executive,2,2020-04-21,France,166639,11,3,5,48,2022,4,3.14,3,No
828,Ashley Marsh 728,Male,42,Sales,Account Manager,2,2017-01-20,USA,37179,21,23,11,57,2025,7,3.74,2,No
829,Norman Lane 729,Male,55,Marketing,SEO Specialist,2,2017-05-20,UK,37019,15,8,10,76,2021,7,5.23,3,No
830,Judith Ware 730,Male,57,Finance,Accountant,2,2013-10-26,UK,116455,11,25,3,77,2024,11,4.66,5,No
831,Reyansh Reddy 731,Male,36,HR,HR Manager,3,2015-07-24,UK,184776,10,20,15,1,2019,9,4.0,4,No
832,Aarav Sharma 732,Female,37,Sales,Business Development,3,2018-12-08,India,184102,19,17,9,65,2021,6,2.32,3,No
833,Nicole Roberts 733,Male,36,Marketing,Marketing Executive,2,2011-03-21,India,161883,0,14,11,30,2019,13,2.32,4,No
834,Reyansh Reddy 734,Female,22,IT,Engineer,2,2023-10-24,France,104445,26,14,1,67,2025,1,3.9,2,No
835,Judith Ware 735,Female,24,Sales,Sales Executive,2,2015-07-25,France,108551,2,5,4,82,2019,9,1.95,3,No
836,Avani Bhat 736,Female,41,IT,Cybersecurity Specialist,3,2012-10-07,France,38420,11,10,10,36,2025,12,3.52,3,No
837,Shannon Clark 737,Male,59,Sales,Account Manager,2,2011-02-20,Germany,94875,29,30,6,72,2018,13,4.0,3,No
838,Manish Badami 738,Female,54,IT,Engineer,3,2014-12-14,Germany,51740,8,27,15,23,2024,10,1.72,1,No
839,Norman Lane 739,Male,50,IT,Developer,3,2015-12-08,France,100263,36,7,9,76,2021,9,3.85,4,No
840,Vihaan Verma 740,Male,26,Sales,Account Manager,1,2019-09-07,Canada,140789,0,28,3,43,2024,5,4.1,4,No
841,Jeffery Lopez 741,Female,37,Support,Helpdesk,1,2017-05-01,Germany,54465,41,20,15,82,2021,7,2.84,3,Yes
842,Aditi Sen 742,Female,59,Sales,Sales Executive,1,2023-09-12,India,39131,3,16,3,40,2025,1,3.04,2,No
843,Christopher Benson 743,Female,45,Sales,Business Development,3,2020-06-18,Germany,45652,14,23,15,73,2025,4,1.41,3,No
844,Arjun Rao 744,Female,25,Finance,Financial Analyst,4,2012-11-10,Germany,82671,26,24,12,50,2019,12,3.09,4,No
845,Manish Badami 745,Female,25,Sales,Account Manager,1,2014-10-18,Germany,124342,7,16,5,41,2020,10,1.67,3,No
846,Joel Fuller 746,Female,40,Finance,Auditor,4,2020-10-01,USA,54171,22,23,7,77,2025,4,2.51,3,No
847,Ananya Singh 747,Male,36,Sales,Business Development,2,2019-12-20,Germany,93541,14,25,14,39,2022,5,2.8,4,No
848,Sara Snyder 748,Male,57,Support,Support Engineer,4,2018-10-11,Canada,44470,26,27,5,47,2021,6,2.04,3,No
849,Ayaan Saxena 749,Male,29,Sales,Sales Executive,3,2020-02-26,USA,79308,30,17,11,83,2022,4,1.95,3,Yes
850,Aditi Sen 750,Female,25,Marketing,Marketing Executive,3,2018-11-25,India,170669,38,3,8,3,2023,6,2.0,3,No
851,Megan Williams 751,Female,22,HR,HR Executive,3,2014-02-27,India,137840,7,28,5,59,2018,10,4.42,3,No
852,Arjun Rao 752,Male,29,Finance,Accountant,3,2017-09-01,Germany,84477,29,30,7,38,2025,7,3.13,3,No
853,Riya Mishra 753,Male,56,Support,Helpdesk,4,2021-07-06,UK,143261,41,14,6,4,2024,3,4.47,3,No
854,Diya Patel 754,Female,42,IT,Tester,4,2015-06-02,USA,137466,17,1,14,5,2024,9,2.8,3,No
855,Peggy Mann 755,Female,42,Sales,Sales Executive,3,2016-01-26,India,68071,3,1,10,13,2023,8,2.82,3,No
856,Meera Das 756,Other,42,Sales,Sales Executive,2,2023-08-24,Germany,105560,21,9,13,69,2025,1,2.78,2,No
857,Peter Mckee 757,Female,54,HR,Employee Relations,2,2011-02-04,Canada,111762,2,2,2,77,2025,13,0.22,3,No
858,Clinton Scott 758,Female,49,HR,Employee Relations,4,2022-04-15,France,178641,14,29,3,11,2025,2,3.71,3,No
859,Erin Massey 759,Female,58,IT,Data Analyst,3,2022-02-27,India,37369,34,7,11,61,2025,2,3.09,4,No
860,Ashley Marsh 760,Male,53,Sales,Sales Executive,3,2014-09-12,Germany,144963,37,19,11,26,2016,10,3.25,3,No
861,Navya Chopra 761,Male,38,Sales,Business Development,3,2015-04-04,UK,35528,32,6,4,53,2018,9,1.11,3,Yes
862,Taylor Morris 762,Female,27,IT,Developer,4,2012-04-05,Canada,143806,13,11,5,11,2022,12,3.17,3,No
863,Joel Fuller 763,Female,21,Finance,Financial Analyst,3,2015-10-12,India,137979,0,25,9,7,2019,9,2.76,3,No
864,Megan Williams 764,Male,53,Finance,Accountant,4,2015-12-08,USA,184119,25,18,6,73,2019,9,3.33,3,No
865,Connie Bailey 765,Female,21,Marketing,SEO Analyst,4,2023-04-03,Canada,54748,7,25,1,15,2025,1,3.12,4,No
866,Reyansh Reddy 766,Female,44,HR,HR Executive,3,2017-11-01,Germany,70109,15,27,3,51,2023,7,2.71,3,No
867,Kavya Menon 767,Female,24,IT,Tester,2,2009-02-20,India,48919,37,29,7,25,2021,15,3.76,4,No
868,Norman Lane 768,Female,24,Sales,Sales Executive,4,2012-09-14,India,82498,9,14,8,7,2025,12,4.22,2,No
869,Ashley Marsh 769,Male,38,HR,Employee Relations,3,2013-01-06,UK,90808,41,13,7,44,2016,11,2.79,1,Yes
870,Sara Snyder 770,Male,47,IT,Tester,4,2011-06-10,India,105441,36,15,5,83,2022,13,1.75,4,Yes
871,Meera Das 771,Male,52,Sales,Business Development,1,2021-03-10,Canada,148843,25,28,15,80,2023,3,1.82,3,No
872,Anna Dominguez 772,Male,53,HR,HR Manager,1,2013-09-26,India,109420,27,26,10,18,2021,11,3.62,3,No
873,Aditya Kumar 773,Other,48,IT,Engineer,4,2015-03-01,Canada,142447,11,13,8,16,2024,9,4.5,3,No
874,Anna Dominguez 774,Other,56,Support,Helpdesk,3,2016-02-15,France,101896,19,2,9,64,2020,8,1.39,2,No
875,Cody Bright 775,Female,26,Sales,Account Manager,3,2021-04-04,France,138431,13,17,7,28,2024,3,2.18,3,No
876,Cody Bright 776,Female,36,HR,HR Executive,4,2023-02-10,Germany,82020,34,28,11,13,2025,1,2.87,4,No
877,Norman Lane 777,Male,54,IT,Tester,3,2015-06-22,USA,57161,28,27,9,16,2018,9,1.16,2,Yes
878,Megan Williams 778,Male,43,IT,Cybersecurity Specialist,3,2011-03-17,USA,62738,11,21,1,12,2024,13,3.1,4,No
879,Reyansh Reddy 779,Male,44,Finance,Auditor,1,2014-10-25,UK,169997,17,5,14,62,2021,10,3.56,3,No
880,Saanvi Iyer 780,Male,33,Marketing,Content Strategist,4,2023-04-25,Germany,174535,1,16,9,32,2025,1,3.68,3,No
881,Aditya Kumar 781,Male,38,IT,Software Engineer,4,2009-05-07,USA,92153,1,22,3,28,2022,15,2.8,2,No
882,Jasmine Gonzalez 782,Female,33,Sales,Sales Executive,2,2021-03-19,India,96009,16,27,6,36,2025,3,2.84,3,No
883,Vivaan Gupta 783,Female,57,HR,Recruitment Specialist,4,2011-08-01,Canada,122938,9,13,8,82,2018,13,2.18,2,No
884,Sara Khan 784,Male,59,IT,Tester,4,2018-08-08,Germany,134546,17,13,3,45,2024,6,1.43,1,No
885,Cody Bright 785,Other,37,Sales,Sales Executive,3,2018-03-17,Canada,91271,21,19,4,23,2022,6,3.01,5,No
886,Vihaan Verma 786,Female,35,HR,Employee Relations,3,2010-09-20,UK,44797,18,12,7,13,2023,14,3.61,3,No
887,Devansh Banerjee 787,Male,38,Marketing,SEO Specialist,3,2013-07-16,India,121130,0,26,12,4,2022,11,3.22,3,No
888,Peter Mckee 788,Male,43,IT,Software Engineer,2,2014-09-19,Germany,106942,23,27,7,52,2022,10,4.31,2,No
889,Ishaan Malhotra 789,Female,50,Marketing,SEO Specialist,3,2020-05-26,India,153065,35,2,4,29,2025,4,3.55,4,No
890,Anna Dominguez 790,Male,54,Finance,Auditor,4,2022-11-13,India,48965,24,12,9,59,2025,2,3.86,3,No
891,Erin Massey 791,Male,24,IT,Developer,3,2011-03-05,India,48733,35,28,13,72,2017,13,3.37,4,Yes
892,Rita Walker 792,Female,23,Support,Support Engineer,3,2014-11-02,UK,162182,30,23,3,27,2022,10,5.06,1,No
893,Jasmine Gonzalez 793,Female,27,HR,HR Executive,2,2018-04-12,France,118360,30,1,12,25,2020,6,2.71,3,No
894,Joel Fuller 794,Female,38,Finance,Auditor,1,2014-02-03,UK,143378,1,8,8,17,2016,10,3.88,5,No
895,Myra Nair 795,Female,27,Sales,Sales Executive,3,2019-05-25,India,63287,18,12,8,35,2023,5,3.45,3,No
896,Arjun Rao 796,Female,26,Support,Helpdesk,1,2011-03-26,France,117104,11,7,13,7,2022,13,3.94,4,No
897,Aditya Kumar 797,Female,42,Finance,Auditor,3,2018-06-04,Germany,121916,9,15,4,17,2020,6,3.53,3,No
898,Rohan Pillai 798,Male,21,HR,HR Manager,3,2017-04-16,Canada,38188,30,23,7,83,2019,7,3.16,3,Yes
899,Meera Das 799,Male,24,Sales,Sales Executive,4,2013-11-26,Canada,126205,21,28,4,57,2018,11,3.58,4,No
900,Kabir Mehta 800,Male,49,Finance,Auditor,2,2015-10-13,Canada,132349,22,2,13,31,2019,9,3.7,3,No
901,Avani Bhat 801,Male,41,HR,Employee Relations,3,2012-05-11,UK,172837,22,12,12,48,2022,12,3.83,3,No
902,Riya Mishra 802,Other,46,IT,Engineer,3,2012-07-27,Germany,176879,14,3,1,47,2022,12,4.66,3,No
903,Meera Das 803,Male,34,IT,Engineer,1,2010-04-08,Germany,45204,25,17,1,81,2021,14,3.39,2,No
904,Clinton Scott 804,Female,29,Marketing,Content Lead,1,2017-12-13,France,77120,2,1,14,70,2024,7,2.1,3,No
905,Vivaan Gupta 805,Female,32,HR,HR Executive,2,2020-09-09,Germany,137903,22,19,1,64,2025,4,3.36,3,No
906,Cody Bright 806,Female,26,IT,Engineer,4,2014-09-02,Canada,72081,19,21,2,32,2025,10,2.76,4,No
907,Steven Barnett 807,Male,40,Sales,Account Manager,2,2019-03-21,Germany,69986,39,20,6,49,2021,5,2.73,3,No
908,Connie Bailey 808,Male,44,IT,Developer,3,2009-12-17,France,114322,38,14,12,3,2018,15,2.88,3,No
909,Brenda Bauer 809,Male,47,Sales,Business Development,5,2011-04-27,Germany,129819,7,16,10,83,2016,13,2.3,4,No
910,Anna Dominguez 810,Male,58,HR,HR Manager,4,2018-05-09,Germany,165015,17,28,11,35,2021,6,0.8,3,No
911,Kabir Mehta 811,Male,28,Marketing,SEO Analyst,2,2011-08-01,Canada,85304,40,9,5,27,2021,13,4.68,4,No
912,Shannon Clark 812,Male,21,IT,Tester,4,2015-12-03,Germany,100592,5,0,11,2,2023,9,2.71,5,No
913,Ashley Marsh 813,Other,44,IT,Cybersecurity Specialist,1,2019-03-27,UK,93548,26,30,2,5,2023,5,1.49,1,No
914,Devansh Banerjee 814,Male,27,Finance,Financial Analyst,3,2019-06-04,France,133447,35,5,8,44,2022,5,3.38,2,No
915,Troy Ford 815,Male,39,Sales,Account Manager,4,2017-04-01,France,74986,14,2,9,22,2022,7,3.82,2,No
916,Joel Fuller 816,Male,42,Sales,Business Development,3,2022-12-10,France,109095,36,18,7,6,2025,2,3.02,4,No
917,Brenda Bauer 817,Female,55,Sales,Sales Executive,3,2021-12-11,Germany,126594,4,6,12,60,2025,3,1.91,2,No
918,Aditya Kumar 818,Female,50,IT,Data Analyst,2,2012-04-17,UK,123281,38,12,14,64,2025,12,1.78,3,No
919,Reyansh Reddy 819,Female,49,Sales,Business Development,3,2022-05-03,India,101151,8,12,15,5,2024,2,5.48,3,No
920,Saanvi Iyer 820,Female,42,Sales,Account Manager,3,2014-10-21,India,108598,6,16,15,23,2021,10,1.79,4,No
921,Arjun Rao 821,Other,31,Sales,Sales Executive,2,2014-03-21,France,63214,40,0,12,36,2021,10,1.57,4,Yes
922,Meera Das 822,Female,40,Finance,Accountant,5,2012-04-25,USA,73745,19,13,9,44,2020,12,2.89,5,No
923,Jeffery Lopez 823,Female,49,Marketing,SEO Analyst,4,2010-06-12,India,176753,9,28,4,50,2019,14,4.02,3,No
924,Devansh Banerjee 824,Male,54,Finance,Accountant,4,2022-10-02,India,173056,25,25,13,44,2025,2,4.86,3,No
925,Norman Lane 825,Male,21,IT,Data Analyst,3,2021-01-01,Canada,125810,3,2,7,62,2023,3,2.99,1,No
926,Judith Ware 826,Male,51,Finance,Auditor,3,2018-01-25,USA,35944,37,13,5,28,2021,6,2.97,3,Yes
927,Rohan Pillai 827,Female,50,Marketing,SEO Specialist,4,2019-05-16,USA,128993,23,23,5,24,2023,5,1.92,3,No
928,Shannon Clark 828,Other,38,IT,Cybersecurity Specialist,4,2013-04-10,France,44114,13,0,3,9,2024,11,4.29,5,No
929,Ashley Marsh 829,Female,37,IT,Data Analyst,3,2009-05-25,USA,74846,40,15,9,34,2024,15,3.13,4,Yes
930,Steven Barnett 830,Other,58,Marketing,SEO Analyst,2,2010-03-03,USA,67596,0,9,13,54,2022,14,3.16,2,No
931,Devansh Banerjee 831,Male,34,Finance,Financial Analyst,1,2011-12-18,India,139087,16,12,10,24,2025,13,3.63,4,No
932,Ananya Singh 832,Male,43,IT,Engineer,3,2019-08-23,UK,41907,23,3,5,44,2021,5,3.5,2,No
933,David Williams 833,Female,45,IT,Cybersecurity Specialist,3,2022-02-04,Canada,60009,26,8,6,11,2025,2,3.06,2,No
934,Navya Chopra 834,Male,35,Sales,Sales Executive,4,2022-07-01,Germany,119846,6,13,3,3,2025,2,4.52,4,No
935,Rohan Pillai 835,Male,42,IT,Cybersecurity Specialist,2,2012-01-08,France,85241,8,3,10,66,2016,12,1.6,5,No
936,Jeffery Lopez 836,Female,23,Finance,Financial Analyst,2,2023-06-02,India,53996,34,9,7,16,2025,1,3.41,2,No
937,Steven Barnett 837,Female,39,Finance,Auditor,3,2021-10-10,India,172119,11,7,9,72,2023,3,3.61,4,No
938,Devansh Banerjee 838,Other,54,Sales,Account Manager,3,2012-01-19,France,63767,20,22,9,64,2020,12,2.79,4,No
939,Kavya Menon 839,Male,55,Support,Helpdesk,2,2012-12-04,USA,51347,2,2,14,81,2019,12,3.82,2,No
940,Ishaan Malhotra 840,Other,21,IT,Tester,3,2013-05-27,Germany,137063,14,22,15,52,2021,11,3.86,3,No
941,Connie Bailey 841,Male,41,IT,Tester,3,2010-10-19,India,59102,20,30,13,83,2018,14,4.31,3,No
942,Peter Mckee 842,Female,49,Sales,Sales Executive,3,2017-05-12,Germany,39263,9,6,10,56,2020,7,3.09,4,No
943,Ashley Marsh 843,Female,26,IT,Software Engineer,3,2013-07-27,Germany,143585,32,9,14,27,2022,11,2.98,3,No
944,Joel Fuller 844,Other,57,HR,Recruitment Specialist,2,2019-09-05,France,102438,5,2,10,15,2023,5,3.74,2,No
945,Judith Ware 845,Male,21,Sales,Business Development,3,2017-04-10,France,131359,1,1,5,20,2025,7,3.0,3,No
946,Diya Patel 846,Female,21,IT,Data Analyst,4,2015-11-09,India,165251,28,14,7,76,2024,9,1.68,3,No
947,Christopher Benson 847,Male,47,IT,Cybersecurity Specialist,1,2018-08-05,India,62690,39,8,13,41,2022,6,4.06,3,No
948,Troy Ford 848,Female,41,Sales,Sales Executive,4,2022-09-11,India,37994,32,14,12,53,2024,2,1.37,2,Yes
949,Vivaan Gupta 849,Male,36,Finance,Accountant,3,2023-09-17,UK,138533,3,16,12,31,2025,1,3.6,4,No
950,Peggy Mann 850,Female,46,Sales,Business Development,4,2023-12-22,France,102546,3,29,13,37,2025,1,5.74,3,No
951,Meera Das 851,Female,36,Sales,Business Development,4,2014-11-21,France,173449,28,6,3,69,2022,10,3.73,4,No
952,Myra Nair 852,Female,48,IT,Developer,2,2015-06-26,UK,113572,36,19,6,37,2023,9,2.51,4,No
953,Steven Barnett 853,Female,21,IT,Data Analyst,3,2010-03-14,France,61467,19,17,12,53,2019,14,2.75,4,No
954,Erin Massey 854,Male,56,Finance,Accountant,2,2018-03-10,USA,166120,40,14,8,59,2024,6,3.57,5,No
955,Meera Das 855,Male,30,IT,Engineer,4,2018-05-23,USA,82606,22,17,13,76,2023,6,3.18,5,No
956,Nicole Roberts 856,Male,37,Marketing,SEO Specialist,3,2020-04-22,UK,133112,17,23,8,76,2022,4,3.96,3,No
957,Sara Khan 857,Male,43,Sales,Sales Executive,3,2012-05-02,India,108414,24,22,2,46,2025,12,4.65,3,No
958,Ananya Singh 858,Female,27,HR,Recruitment Specialist,3,2010-11-12,UK,128145,0,11,6,11,2016,14,4.51,3,No
959,Kabir Mehta 859,Male,27,HR,HR Manager,4,2022-01-22,USA,83115,14,22,7,52,2025,2,2.04,3,No
