Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Frequently,1351,Research & Development,13,3,Medical,1,550,1,Male,57,3,3,Cybersecurity Specialist,2,Single,8269,6094,4,Y,No,24,2,1,80,3,19,2,2,12,9,3,11
26,No,Travel_Rarely,688,Research & Development,3,2,Marketing,1,551,1,Male,35,2,3,HR Executive,1,Divorced,14133,14363,7,Y,No,13,3,4,80,0,9,2,4,4,1,2,3
43,No,Travel_Rarely,532,Research & Development,13,3,Technical Degree,1,552,1,Male,62,3,5,Financial Analyst,3,Single,15395,25931,4,Y,No,17,3,1,80,0,15,4,1,6,6,5,6
43,No,Travel_Rarely,325,Research & Development,22,3,Medical,1,553,4,Female,43,2,4,Financial Analyst,1,Single,11846,8859,3,Y,No,21,2,4,80,1,8,3,2,8,8,5,6
43,No,Travel_Rarely,1089,Research & Development,24,3,Other,1,554,4,Male,76,1,2,HR Manager,2,Single,2992,2090,6,Y,No,18,4,2,80,2,9,1,4,3,2,0,1
52,No,Travel_Rarely,1092,Research & Development,5,3,Marketing,1,555,3,Male,58,3,2,Financial Analyst,3,Single,11946,10493,0,Y,No,24,2,1,80,0,17,0,4,14,11,8,13
50,No,Non-Travel,115,Research & Development,11,4,Marketing,1,556,1,Male,44,4,4,HR Manager,4,Married,10913,18490,5,Y,No,14,3,1,80,0,6,0,4,3,3,1,2
33,No,Travel_Frequently,1291,Research & Development,22,1,Life Sciences,1,557,3,Female,85,4,1,SEO Analyst,2,Married,10332,22237,8,Y,No,17,2,1,80,2,12,1,4,8,7,3,8
38,No,Travel_Rarely,936,Research & Development,17,4,Technical Degree,1,558,2,Male,98,3,2,Engineer,3,Single,5839,2394,1,Y,Yes,19,3,4,80,0,15,3,3,8,5,7,8
43,No,Travel_Rarely,1131,Research & Development,26,4,Medical,1,559,3,Other,60,3,1,Tester,3,Married,12240,21463,8,Y,Yes,17,3,2,80,3,17,2,2,8,5,0,8
35,No,Travel_Rarely,833,Research & Development,19,3,Marketing,1,560,4,Male,48,3,3,Content Strategist,4,Single,7026,10870,6,Y,No,12,3,2,80,0,2,4,4,1,1,0,0
53,No,Travel_Rarely,265,Research & Development,20,3,Technical Degree,1,561,1,Female,47,2,3,Data Analyst,2,Single,10409,8158,6,Y,No,19,3,1,80,0,14,0,2,8,7,7,7
41,No,Travel_Frequently,411,Research & Development,27,4,Medical,1,562,4,Female,87,1,3,Accountant,2,Married,6758,9939,3,Y,Yes,15,3,2,80,2,16,3,4,8,5,0,8
59,No,Travel_Rarely,631,Research & Development,23,2,Life Sciences,1,563,2,Female,99,3,5,Tester,1,Married,13996,22672,9,Y,No,20,3,4,80,0,9,2,1,2,0,1,0
43,No,Travel_Frequently,1175,Research & Development,27,3,Medical,1,564,4,Male,59,2,2,Content Lead,1,Married,3004,12914,4,Y,No,21,4,4,80,0,21,6,3,12,10,3,11
47,No,Travel_Rarely,420,Research & Development,12,3,Marketing,1,565,1,Male,64,3,2,Helpdesk,3,Married,7356,14788,5,Y,No,16,3,1,80,2,18,6,4,9,9,2,8
38,No,Travel_Rarely,677,Research & Development,29,2,Human Resources,1,566,4,Female,46,3,2,Cybersecurity Specialist,3,Divorced,6522,2005,5,Y,No,12,2,3,80,1,8,5,4,7,4,3,6
44,No,Non-Travel,1111,Research & Development,5,4,Human Resources,1,567,1,Other,45,4,5,Accountant,3,Divorced,8474,9233,7,Y,No,20,1,3,80,0,11,5,4,8,5,5,8
27,No,Travel_Frequently,374,Sales,17,4,Life Sciences,1,568,3,Male,97,3,4,Account Manager,3,Married,5961,3774,9,Y,Yes,23,4,1,80,1,2,6,4,2,1,0,1
40,No,Travel_Rarely,844,Research & Development,19,4,Other,1,569,1,Female,62,4,5,Accountant,4,Single,10669,2978,4,Y,Yes,25,3,4,80,2,7,1,3,4,1,0,3
47,No,Travel_Rarely,552,Research & Development,11,2,Marketing,1,570,3,Female,65,3,5,SEO Specialist,1,Married,7758,14382,9,Y,Yes,24,2,3,80,2,11,2,4,7,4,5,5
26,No,Travel_Rarely,1399,Sales,2,1,Marketing,1,571,2,Female,40,4,4,Sales Executive,4,Single,5003,9348,3,Y,Yes,17,2,3,80,0,11,2,4,6,4,0,6
47,No,Travel_Rarely,974,Sales,6,3,Technical Degree,1,572,2,Male,89,4,4,Sales Executive,4,Single,5189,4770,7,Y,No,19,4,3,80,1,8,5,4,7,5,0,7
29,No,Travel_Rarely,1431,Sales,21,1,Human Resources,1,573,4,Female,33,2,1,Business Development,1,Divorced,14528,12231,9,Y,Yes,21,3,1,80,1,5,5,3,1,0,0,1
51,No,Travel_Rarely,1214,Research & Development,3,3,Technical Degree,1,574,2,Male,92,4,1,Accountant,2,Divorced,11181,10136,7,Y,No,12,3,4,80,0,12,2,3,8,6,1,8
41,No,Travel_Rarely,1030,Research & Development,15,3,Marketing,1,575,1,Male,34,2,4,Data Analyst,1,Single,6107,8162,2,Y,Yes,19,3,2,80,1,16,5,2,13,10,0,12
46,No,Travel_Frequently,798,Research & Development,18,3,Life Sciences,1,576,4,Male,93,3,3,Auditor,4,Married,9023,2524,1,Y,Yes,15,2,1,80,0,14,4,2,7,7,6,7
33,Yes,Travel_Rarely,767,Sales,17,3,Other,1,577,4,Female,33,4,4,Business Development,3,Married,3307,11149,0,Y,Yes,11,3,1,80,0,22,0,3,13,10,9,12
43,No,Travel_Rarely,358,Research & Development,15,3,Human Resources,1,578,3,Male,64,2,3,Employee Relations,1,Divorced,7762,26839,0,Y,No,15,3,4,80,0,10,0,3,4,4,0,3
40,No,Travel_Rarely,1022,Research & Development,2,2,Technical Degree,1,579,1,Female,55,4,1,Financial Analyst,4,Married,8539,4424,3,Y,Yes,24,3,4,80,1,2,6,2,1,1,0,1
57,Yes,Travel_Rarely,982,Research & Development,5,2,Life Sciences,1,580,1,Other,55,4,4,Engineer,4,Divorced,4713,5901,9,Y,Yes,12,4,2,80,0,22,4,2,15,12,8,15
48,No,Travel_Frequently,103,Research & Development,5,3,Marketing,1,581,3,Male,48,4,3,Support Engineer,3,Divorced,7007,23595,1,Y,Yes,18,3,1,80,2,15,3,3,8,5,3,7
37,No,Travel_Rarely,1336,Research & Development,9,3,Medical,1,582,1,Female,66,4,2,Employee Relations,2,Married,15414,21802,2,Y,Yes,13,3,1,80,0,14,2,4,10,7,2,8
48,No,Travel_Rarely,168,Research & Development,6,4,Medical,1,583,2,Male,40,2,2,Developer,4,Married,11205,8711,2,Y,Yes,19,3,1,80,2,13,1,1,7,7,4,5
22,No,Travel_Frequently,972,Research & Development,19,4,Human Resources,1,584,3,Male,95,3,2,Content Lead,4,Married,5698,14404,6,Y,Yes,25,3,3,80,0,11,5,2,8,7,0,8
45,No,Travel_Rarely,1354,Research & Development,10,5,Other,1,585,2,Female,60,3,2,SEO Analyst,2,Married,8633,23797,5,Y,No,15,3,4,80,1,14,4,3,10,8,4,9
26,No,Travel_Rarely,890,Research & Development,27,2,Other,1,586,1,Female,47,2,3,Recruitment Specialist,4,Married,14305,24889,4,Y,Yes,13,3,1,80,1,3,2,4,1,0,0,0
31,No,Travel_Rarely,1082,Research & Development,19,1,Life Sciences,1,587,4,Male,73,4,4,Financial Analyst,1,Married,3121,8984,8,Y,No,25,3,1,80,0,8,2,4,5,4,3,5
58,No,Travel_Rarely,1008,Research & Development,19,2,Technical Degree,1,588,1,Female,45,2,1,Content Lead,1,Married,8946,9950,3,Y,No,20,3,2,80,2,12,0,3,9,9,5,7
26,No,Travel_Rarely,382,Research & Development,16,3,Life Sciences,1,589,2,Female,87,3,1,Marketing Executive,4,Married,7474,3597,9,Y,No,11,3,3,80,3,11,4,3,5,3,0,3
31,No,Travel_Rarely,730,Research & Development,12,3,Human Resources,1,590,4,Male,31,2,1,SEO Analyst,4,Married,11395,23692,2,Y,No,14,5,3,80,0,22,5,3,13,11,0,11
34,No,Travel_Frequently,1429,Research & Development,24,4,Marketing,1,591,1,Male,88,2,3,Financial Analyst,2,Single,4265,13565,6,Y,Yes,17,2,1,80,0,23,1,3,14,12,6,14
22,No,Travel_Rarely,1115,Research & Development,9,3,Other,1,592,1,Male,77,3,4,HR Executive,3,Married,9969,7537,6,Y,No,13,2,3,80,1,23,5,3,14,11,9,14
23,No,Travel_Rarely,1391,Sales,3,4,Life Sciences,1,593,4,Female,65,3,1,Account Manager,1,Married,3794,21992,1,Y,No,19,2,3,80,3,10,4,3,10,7,7,8
55,No,Travel_Rarely,1261,Research & Development,17,4,Human Resources,1,594,3,Female,37,2,1,Content Strategist,2,Single,5597,21968,8,Y,No,25,3,2,80,1,18,1,2,12,11,7,12
53,No,Travel_Rarely,148,Research & Development,27,1,Human Resources,1,595,3,Male,65,2,4,Tester,3,Divorced,4389,4506,7,Y,No,15,2,2,80,1,7,5,2,3,3,1,2
44,No,Travel_Rarely,1158,Sales,24,3,Technical Degree,1,596,2,Male,54,3,1,Account Manager,1,Single,6816,9438,0,Y,Yes,22,3,3,80,2,16,2,4,9,6,6,7
39,No,Travel_Rarely,1033,Research & Development,10,3,Marketing,1,597,4,Male,69,4,1,Auditor,1,Married,8825,4521,1,Y,No,21,3,2,80,3,20,5,3,13,10,8,13
38,No,Travel_Rarely,281,Research & Development,18,2,Life Sciences,1,598,1,Female,33,2,1,Accountant,4,Married,13783,16501,1,Y,Yes,24,3,1,80,0,14,1,4,9,8,0,8
44,No,Travel_Rarely,219,Research & Development,7,3,Human Resources,1,599,2,Female,72,3,4,Content Strategist,3,Married,9473,7280,7,Y,Yes,24,2,2,80,1,6,2,3,4,1,1,3
55,No,Non-Travel,367,Research & Development,7,3,Marketing,1,600,4,Male,56,2,1,HR Manager,4,Single,8151,25344,2,Y,No,22,3,4,80,2,5,5,2,4,4,0,2
21,No,Travel_Rarely,870,Research & Development,9,2,Technical Degree,1,601,1,Male,67,4,1,Cybersecurity Specialist,2,Single,3933,6962,6,Y,No,21,2,1,80,2,19,6,4,11,10,2,10
56,No,Travel_Frequently,869,Research & Development,16,3,Human Resources,1,602,3,Female,67,1,5,Data Analyst,3,Single,3532,3005,9,Y,Yes,16,2,2,80,0,15,5,3,8,8,4,7
45,No,Travel_Rarely,377,Research & Development,24,3,Technical Degree,1,603,3,Female,93,1,1,Auditor,3,Single,8317,4458,5,Y,No,17,3,3,80,2,16,5,2,7,5,3,7
54,No,Travel_Frequently,902,Research & Development,11,1,Marketing,1,604,1,Male,46,2,3,Data Analyst,4,Single,5716,2723,1,Y,Yes,20,3,1,80,0,15,5,3,11,10,4,10
45,No,Travel_Frequently,1360,Research & Development,9,3,Technical Degree,1,605,3,Other,42,3,1,Engineer,1,Married,12505,19675,8,Y,Yes,24,2,2,80,1,14,5,2,5,5,3,3
36,No,Travel_Frequently,1367,Research & Development,1,2,Life Sciences,1,606,3,Female,53,4,3,SEO Analyst,1,Single,7363,8521,8,Y,Yes,23,3,4,80,0,8,1,4,6,4,3,4
54,No,Travel_Rarely,620,Research & Development,12,3,Technical Degree,1,607,1,Female,36,4,1,Engineer,4,Divorced,13876,19145,6,Y,No,15,3,2,80,2,21,0,3,15,12,7,15
49,No,Non-Travel,954,Research & Development,3,2,Medical,1,608,3,Female,93,3,2,Engineer,2,Married,11558,24972,3,Y,No,12,3,1,80,0,4,4,4,3,1,2,3
39,No,Non-Travel,1377,Sales,20,4,Medical,1,609,1,Female,92,1,2,Business Development,4,Married,11006,13684,0,Y,No,13,4,2,80,3,18,0,4,14,14,6,14
43,No,Travel_Rarely,884,Sales,19,3,Medical,1,610,4,Female,51,2,3,Sales Executive,3,Married,14128,23459,7,Y,No,21,4,4,80,0,18,3,4,15,12,0,13
39,No,Travel_Rarely,753,Research & Development,8,2,Medical,1,611,2,Female,82,4,3,Tester,1,Married,8603,23718,8,Y,No,23,3,4,80,1,10,4,2,6,4,1,6
45,No,Travel_Rarely,343,Sales,7,3,Life Sciences,1,612,4,Male,41,3,4,Sales Executive,2,Married,7478,10654,7,Y,No,19,3,3,80,0,22,4,3,13,11,3,11
36,No,Travel_Rarely,1027,Research & Development,5,3,Human Resources,1,613,1,Male,51,3,2,Engineer,3,Divorced,5241,14670,1,Y,Yes,24,4,1,80,1,12,1,4,8,7,0,6
29,No,Travel_Rarely,797,Research & Development,5,3,Medical,1,614,2,Male,68,3,3,Employee Relations,4,Married,13999,21803,6,Y,No,25,2,4,80,0,10,6,4,10,7,4,10
21,No,Travel_Rarely,1159,Sales,20,3,Other,1,615,4,Male,76,2,5,Sales Executive,1,Married,8134,13041,9,Y,No,13,3,4,80,2,23,2,3,14,13,2,13
39,No,Travel_Rarely,1284,Sales,5,3,Medical,1,616,1,Female,93,4,1,Sales Executive,2,Divorced,10975,23895,0,Y,Yes,12,4,4,80,1,20,1,2,13,13,2,13
53,No,Travel_Frequently,1069,Sales,12,2,Human Resources,1,617,1,Female,73,3,1,Account Manager,1,Married,12231,17315,4,Y,Yes,18,3,3,80,1,12,6,1,11,11,3,9
54,No,Travel_Frequently,1264,Research & Development,21,1,Medical,1,618,4,Male,45,3,3,Marketing Executive,2,Married,6833,6613,7,Y,Yes,23,3,1,80,2,17,4,3,9,9,1,8
36,No,Travel_Frequently,773,Sales,20,3,Other,1,619,1,Male,88,3,2,Business Development,4,Single,6956,6283,8,Y,No,18,3,4,80,0,6,0,3,3,1,2,3
38,No,Non-Travel,1256,Research & Development,5,3,Human Resources,1,620,1,Male,63,4,2,HR Manager,2,Married,15042,5248,9,Y,No,17,2,1,80,1,15,2,3,8,5,3,7
54,No,Travel_Rarely,811,Research & Development,23,3,Medical,1,621,4,Female,75,2,2,Engineer,3,Divorced,7835,21597,2,Y,No,12,3,4,80,0,21,1,2,12,12,3,10
45,No,Travel_Frequently,1397,Sales,25,4,Other,1,622,1,Male,99,2,4,Business Development,1,Single,14005,13155,7,Y,No,12,3,4,80,0,5,0,2,3,2,0,3
26,No,Travel_Rarely,117,Research & Development,7,3,Human Resources,1,623,4,Female,84,2,1,Tester,2,Single,15076,12988,2,Y,No,13,1,1,80,1,6,1,4,2,0,1,2
41,No,Travel_Rarely,1021,Sales,1,4,Human Resources,1,624,2,Female,53,1,2,Sales Executive,3,Divorced,7316,16328,7,Y,Yes,24,2,1,80,0,5,5,4,5,2,1,4
26,No,Travel_Rarely,1399,Research & Development,25,2,Marketing,1,625,3,Male,56,3,1,Engineer,1,Married,3370,12608,4,Y,No,20,3,3,80,1,19,4,3,14,13,5,14
52,No,Travel_Rarely,1483,Sales,19,1,Technical Degree,1,626,1,Male,45,3,4,Account Manager,4,Single,15342,22054,6,Y,Yes,23,2,3,80,0,11,1,3,4,3,0,3
59,Yes,Travel_Rarely,976,Research & Development,2,4,Human Resources,1,627,2,Male,31,4,1,Auditor,3,Divorced,2937,3853,5,Y,Yes,11,3,1,80,0,16,6,2,13,12,7,12
51,No,Travel_Rarely,121,Research & Development,12,3,Medical,1,628,2,Female,60,3,1,Data Analyst,3,Married,5512,18271,4,Y,Yes,23,3,1,80,1,5,0,4,5,2,1,3
30,No,Travel_Rarely,316,Research & Development,10,4,Life Sciences,1,629,1,Male,92,3,5,Tester,1,Married,3351,22902,1,Y,No,22,1,3,80,1,15,5,4,6,4,3,6
50,No,Travel_Frequently,952,Research & Development,25,2,Human Resources,1,630,4,Male,76,4,2,Recruitment Specialist,4,Single,14117,2914,8,Y,Yes,15,3,1,80,0,24,0,3,15,15,7,14
38,No,Travel_Rarely,593,Sales,28,3,Medical,1,631,1,Male,48,4,3,Sales Executive,2,Married,7603,11095,6,Y,No,22,1,1,80,1,10,5,4,3,3,2,2
44,No,Travel_Frequently,300,Sales,28,4,Human Resources,1,632,4,Male,85,3,2,Business Development,3,Divorced,7405,4711,6,Y,No,13,3,3,80,1,6,0,3,1,0,0,0
29,No,Travel_Frequently,1388,Research & Development,16,1,Marketing,1,633,1,Other,40,1,2,Developer,1,Married,11306,23364,4,Y,Yes,14,3,3,80,1,24,1,3,15,13,0,14
51,No,Travel_Rarely,1412,Research & Development,11,4,Life Sciences,1,634,2,Female,37,2,4,SEO Analyst,1,Married,5800,22203,2,Y,Yes,19,3,3,80,2,11,5,4,4,2,3,2
35,No,Travel_Rarely,972,Research & Development,18,3,Life Sciences,1,635,1,Female,35,2,5,Data Analyst,1,Married,7254,22727,8,Y,No,17,3,4,80,2,7,4,3,6,5,2,6
24,No,Travel_Frequently,362,Research & Development,26,3,Medical,1,636,1,Female,60,4,2,Financial Analyst,2,Divorced,11625,11612,9,Y,No,17,3,2,80,1,7,6,3,2,2,1,2
29,No,Travel_Rarely,516,Research & Development,29,3,Technical Degree,1,637,3,Male,79,3,4,HR Manager,1,Married,14205,15425,7,Y,Yes,13,3,4,80,1,3,3,2,2,0,1,0
29,No,Travel_Frequently,165,Research & Development,12,4,Marketing,1,638,2,Male,58,3,4,Recruitment Specialist,2,Divorced,13531,22893,5,Y,No,17,3,1,80,0,6,3,2,1,1,0,1
46,No,Travel_Rarely,1109,Sales,9,1,Technical Degree,1,639,1,Male,50,4,2,Business Development,4,Single,15113,19548,1,Y,No,25,3,3,80,0,14,3,4,9,6,6,7
24,No,Travel_Rarely,555,Research & Development,21,2,Life Sciences,1,640,2,Female,70,3,4,Tester,2,Married,10223,10530,6,Y,Yes,19,4,4,80,1,12,2,4,3,3,1,3
37,No,Travel_Rarely,708,Research & Development,22,4,Other,1,641,4,Male,98,1,1,Cybersecurity Specialist,1,Divorced,8339,12394,4,Y,No,25,3,4,80,3,8,4,2,2,0,0,1
36,No,Travel_Rarely,1054,Sales,7,4,Life Sciences,1,642,1,Female,98,1,4,Sales Executive,1,Married,14146,2491,7,Y,Yes,22,5,1,80,0,4,4,2,4,4,0,2
35,No,Travel_Rarely,192,Research & Development,7,1,Other,1,643,1,Female,85,4,1,Employee Relations,3,Divorced,14461,10229,5,Y,No,21,4,4,80,0,6,2,4,6,4,5,6
55,No,Travel_Rarely,868,Sales,13,3,Technical Degree,1,644,2,Male,57,3,1,Account Manager,2,Married,14159,13442,9,Y,No,22,3,2,80,1,1,3,4,1,0,0,0
25,No,Travel_Rarely,962,Research & Development,20,3,Other,1,645,2,Female,63,3,3,HR Executive,3,Married,11471,21606,8,Y,Yes,20,4,3,80,0,13,5,4,9,6,2,7
25,No,Travel_Rarely,279,Research & Development,13,3,Other,1,646,2,Male,85,2,4,Accountant,2,Divorced,8183,23549,7,Y,No,19,4,3,80,1,9,3,4,9,7,3,8
40,No,Travel_Rarely,1158,Sales,20,2,Human Resources,1,647,2,Female,84,1,1,Account Manager,1,Single,7564,16039,6,Y,No,20,4,1,80,0,10,5,2,8,5,4,6
35,No,Travel_Frequently,1419,Research & Development,28,3,Technical Degree,1,648,3,Female,73,2,2,Developer,3,Married,15320,20942,0,Y,Yes,11,3,1,80,3,6,5,4,6,3,0,4
38,No,Travel_Rarely,527,Sales,5,2,Other,1,649,2,Female,61,3,3,Business Development,3,Single,12828,11131,9,Y,No,19,3,3,80,2,10,2,2,4,4,2,2
22,No,Non-Travel,1418,Research & Development,25,4,Technical Degree,1,650,1,Female,58,3,1,Accountant,4,Married,5215,8257,8,Y,No,13,1,3,80,0,9,0,4,2,2,1,1
49,No,Travel_Rarely,631,Sales,14,4,Other,1,651,1,Female,32,4,1,Sales Executive,4,Married,14197,21151,7,Y,Yes,16,3,4,80,0,11,5,3,8,5,7,8
33,No,Travel_Rarely,1476,Research & Development,16,3,Human Resources,1,652,4,Female,98,4,2,Marketing Executive,1,Single,3194,15744,0,Y,No,12,3,1,80,3,15,4,4,7,7,1,7
24,No,Travel_Rarely,314,Research & Development,13,2,Human Resources,1,653,2,Male,40,3,2,Developer,1,Single,8133,11615,0,Y,Yes,14,3,1,80,2,19,6,3,12,11,1,10
30,No,Travel_Rarely,1176,Research & Development,26,2,Other,1,654,2,Female,77,4,3,Marketing Executive,3,Divorced,14296,24479,2,Y,No,13,5,3,80,3,20,6,4,14,13,5,12
51,No,Travel_Rarely,1263,Research & Development,12,3,Human Resources,1,655,2,Male,82,4,1,Developer,4,Divorced,5940,8158,2,Y,No,16,2,2,80,0,12,3,4,4,4,1,4
28,No,Travel_Rarely,547,Research & Development,1,3,Marketing,1,656,2,Male,85,3,3,Financial Analyst,1,Divorced,12537,16673,1,Y,Yes,11,3,1,80,0,12,3,4,3,0,2,3
23,No,Travel_Rarely,780,Research & Development,8,3,Life Sciences,1,657,2,Male,82,3,2,Employee Relations,1,Married,10899,25569,7,Y,No,14,2,1,80,1,17,2,3,15,12,6,15
29,No,Travel_Rarely,978,Research & Development,8,3,Other,1,658,1,Male,55,2,4,Accountant,4,Married,13830,15026,4,Y,Yes,11,1,1,80,3,7,1,2,6,5,5,4
50,No,Travel_Rarely,125,Research & Development,23,3,Life Sciences,1,659,3,Female,38,2,2,Tester,4,Divorced,11967,21652,0,Y,Yes,11,3,3,80,0,24,5,3,15,13,1,15
31,No,Travel_Rarely,744,Research & Development,22,2,Human Resources,1,660,4,Female,94,4,2,Cybersecurity Specialist,2,Married,14665,17169,0,Y,Yes,14,2,4,80,2,19,4,4,15,12,6,15
55,No,Travel_Rarely,1411,Research & Development,27,1,Other,1,661,2,Male,85,4,1,Data Analyst,1,Divorced,3846,25837,1,Y,Yes,15,5,3,80,0,10,5,4,1,0,0,0
57,No,Travel_Frequently,296,Research & Development,15,1,Other,1,662,2,Male,57,2,1,Support Engineer,4,Single,3795,24686,6,Y,No,22,3,3,80,0,10,4,4,2,2,1,0
33,No,Travel_Rarely,211,Sales,3,2,Human Resources,1,663,2,Female,52,2,2,Account Manager,2,Married,10309,5736,8,Y,No,17,2,1,80,1,8,4,2,7,4,5,7
56,No,Travel_Frequently,1492,Research & Development,29,3,Marketing,1,664,2,Male,60,3,2,Recruitment Specialist,4,Married,3121,19770,8,Y,No,18,1,1,80,1,12,6,2,11,9,1,10
33,No,Travel_Rarely,481,Research & Development,27,4,Marketing,1,665,3,Male,95,3,2,SEO Specialist,2,Married,8178,2862,8,Y,No,13,3,2,80,0,7,0,2,3,3,0,2
32,No,Travel_Frequently,1151,Research & Development,8,4,Medical,1,666,3,Male,90,2,4,Software Engineer,1,Single,11548,17826,9,Y,Yes,22,1,3,80,1,22,5,3,14,11,5,12
57,No,Non-Travel,1270,Research & Development,23,2,Technical Degree,1,667,1,Male,45,3,2,Developer,4,Married,11896,4038,5,Y,Yes,13,3,4,80,1,21,1,3,13,10,8,13
30,No,Travel_Rarely,1433,Research & Development,24,2,Life Sciences,1,668,4,Female,88,1,1,Recruitment Specialist,4,Single,11560,20641,4,Y,Yes,20,3,4,80,2,10,4,4,1,0,0,1
29,No,Travel_Frequently,477,Sales,18,2,Other,1,669,2,Female,77,2,4,Account Manager,1,Married,7121,4543,9,Y,No,14,2,3,80,0,5,0,2,2,2,1,0
27,No,Non-Travel,1204,Research & Development,24,2,Life Sciences,1,670,2,Female,46,4,3,Auditor,3,Married,9830,2928,9,Y,No,16,3,1,80,2,18,0,2,10,7,9,9
22,Yes,Travel_Rarely,1138,Research & Development,29,3,Marketing,1,671,1,Female,64,3,1,Cybersecurity Specialist,2,Married,4201,23484,7,Y,Yes,12,4,1,80,0,10,5,2,10,10,5,8
43,No,Travel_Rarely,880,Research & Development,7,3,Technical Degree,1,672,4,Male,88,3,1,HR Manager,2,Divorced,5881,4178,5,Y,Yes,22,3,2,80,1,22,0,4,14,11,9,13
59,No,Travel_Rarely,1338,Sales,29,2,Marketing,1,673,4,Female,70,4,1,Account Manager,4,Single,3160,15147,7,Y,No,16,3,4,80,1,15,4,3,9,8,5,9
59,No,Travel_Rarely,122,Research & Development,22,2,Other,1,674,1,Female,66,4,1,Developer,1,Divorced,14229,9455,0,Y,No,21,3,1,80,2,15,4,2,7,6,0,5
41,No,Travel_Rarely,435,Research & Development,25,1,Medical,1,675,2,Female,59,1,4,HR Executive,1,Married,14961,4212,3,Y,Yes,24,3,1,80,0,16,6,4,7,5,1,5
43,No,Travel_Rarely,1313,Sales,12,2,Other,1,676,3,Male,45,2,2,Sales Executive,3,Single,6327,12310,9,Y,Yes,16,4,1,80,0,18,2,3,14,14,6,14
49,No,Travel_Rarely,380,Research & Development,15,3,Medical,1,677,1,Male,76,2,4,HR Executive,1,Single,13377,11499,4,Y,No,12,4,2,80,0,15,5,2,10,10,0,9
34,No,Travel_Rarely,259,Research & Development,8,2,Medical,1,678,2,Male,57,4,3,Accountant,1,Divorced,8985,10360,3,Y,Yes,15,3,4,80,0,8,2,3,8,6,0,7
46,No,Travel_Rarely,383,Sales,29,3,Other,1,679,2,Male,50,4,1,Sales Executive,3,Divorced,13220,2419,5,Y,No,22,2,2,80,0,16,1,3,15,12,3,13
25,No,Non-Travel,190,Research & Development,16,3,Other,1,680,2,Male,70,1,2,Tester,2,Single,10338,22360,6,Y,No,21,3,2,80,0,12,6,3,12,9,1,11
51,No,Travel_Rarely,592,Research & Development,5,4,Marketing,1,681,1,Female,74,3,5,Auditor,1,Single,7512,7904,7,Y,No,21,4,2,80,1,12,6,4,12,12,2,11
45,No,Travel_Rarely,583,Research & Development,5,4,Technical Degree,1,682,1,Male,93,3,1,HR Manager,1,Married,10957,25561,7,Y,Yes,17,2,2,80,0,14,2,4,8,7,3,8
51,No,Travel_Frequently,239,Research & Development,9,3,Other,1,683,1,Male,42,2,1,Developer,2,Married,10130,14816,4,Y,Yes,19,3,3,80,0,11,5,3,9,9,6,8
40,No,Non-Travel,1143,Research & Development,13,1,Human Resources,1,684,2,Female,72,3,1,SEO Analyst,2,Divorced,8955,16687,7,Y,Yes,13,3,1,80,0,2,5,4,2,1,1,2
37,No,Travel_Rarely,1462,Research & Development,15,3,Life Sciences,1,685,1,Female,87,2,2,Tester,3,Married,15202,6841,2,Y,Yes,17,3,2,80,3,14,4,3,14,13,6,13
22,No,Travel_Rarely,1038,Research & Development,8,4,Human Resources,1,686,2,Male,49,2,1,Developer,2,Divorced,13128,10330,2,Y,No,13,3,4,80,0,14,2,2,8,7,5,8
45,No,Travel_Rarely,533,Sales,12,1,Technical Degree,1,687,3,Female,92,2,2,Business Development,1,Single,7400,10492,0,Y,Yes,22,3,2,80,0,12,1,4,8,5,3,6
33,No,Non-Travel,1325,Sales,20,3,Other,1,688,3,Male,30,4,1,Sales Executive,2,Single,13861,4904,9,Y,No,12,2,2,80,1,13,4,3,13,12,2,11
59,No,Non-Travel,1023,Research & Development,29,4,Marketing,1,689,3,Male,52,4,1,HR Executive,4,Divorced,9249,16462,0,Y,Yes,24,3,4,80,0,12,3,2,5,5,4,3
48,No,Travel_Frequently,124,Sales,9,3,Marketing,1,690,4,Female,62,4,1,Business Development,3,Married,4776,18912,0,Y,Yes,25,1,2,80,1,10,3,4,5,2,1,4
26,No,Travel_Rarely,1154,Research & Development,27,1,Other,1,691,4,Male,86,4,1,Data Analyst,1,Married,9497,24719,9,Y,No,14,3,1,80,0,8,3,2,4,1,2,2
23,No,Travel_Rarely,1330,Research & Development,15,1,Marketing,1,692,1,Female,83,2,1,Financial Analyst,3,Married,6965,5705,2,Y,Yes,22,4,4,80,0,19,1,4,14,11,0,12
55,No,Travel_Rarely,267,Research & Development,15,3,Medical,1,693,4,Female,95,4,2,HR Executive,3,Married,10720,8350,7,Y,Yes,18,3,1,80,3,12,1,4,5,3,0,5
